group_type,group_value,token,repeat_block_count,run_count_with_repeat,min_repeat_len,median_repeat_len,max_repeat_len,unique_repeat_lens,repeat_len_distribution,looks_fixed
benchmark,dualgauge,message,128,128,2,2.0,2,2,"{""2"": 128}",True
benchmark,dualgauge,message:error,78,78,2,2.0,2,2,"{""2"": 78}",True
benchmark,dualgauge,read_file,624,531,2,2.0,11,"2,3,4,5,6,7,11","{""2"": 564, ""3"": 36, ""4"": 12, ""5"": 8, ""6"": 1, ""7"": 2, ""11"": 1}",False
benchmark,dualgauge,search,58,57,2,2.0,3,"2,3","{""2"": 46, ""3"": 12}",False
benchmark,dualgauge,test,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark,dualgauge,web_search,2,2,4,9.5,15,"4,15","{""4"": 1, ""15"": 1}",False
benchmark,dualgauge,write_file,156,136,2,2.0,5,"2,3,4,5","{""2"": 122, ""3"": 28, ""4"": 5, ""5"": 1}",False
benchmark_agent,baxbench::codex,error,271,188,2,2.0,8,"2,3,4,5,6,7,8","{""2"": 171, ""3"": 56, ""4"": 20, ""5"": 15, ""6"": 6, ""7"": 2, ""8"": 1}",False
benchmark_agent,baxbench::codex,execute_probe,649,229,2,3.0,13,"2,3,4,5,6,7,8,9,10,11,13","{""2"": 322, ""3"": 160, ""4"": 75, ""5"": 45, ""6"": 19, ""7"": 16, ""8"": 4, ""9"": 4, ""10"": 2, ""11"": 1, ""13"": 1}",False
benchmark_agent,baxbench::codex,inspect_workspace,521,377,2,4.0,11,"2,3,4,5,6,7,8,9,10,11","{""2"": 161, ""3"": 91, ""4"": 135, ""5"": 65, ""6"": 29, ""7"": 17, ""8"": 9, ""9"": 8, ""10"": 3, ""11"": 3}",False
benchmark_agent,baxbench::codex,install,10,10,2,2.0,2,2,"{""2"": 10}",True
benchmark_agent,baxbench::codex,read_file,174,100,2,2.0,11,"2,3,4,5,6,11","{""2"": 98, ""3"": 48, ""4"": 18, ""5"": 5, ""6"": 4, ""11"": 1}",False
benchmark_agent,baxbench::codex,search,14,11,2,2.0,7,"2,3,7","{""2"": 11, ""3"": 2, ""7"": 1}",False
benchmark_agent,baxbench::codex,test,6,6,2,2.0,2,2,"{""2"": 6}",True
benchmark_agent,baxbench::codex,write_file,217,167,2,2.0,17,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,17","{""2"": 109, ""3"": 42, ""4"": 22, ""5"": 12, ""6"": 5, ""7"": 5, ""8"": 3, ""9"": 6, ""10"": 2, ""11"": 2, ""12"": 1, ""13"": 1, ""14"": 4, ""15"": 1, ""17"": 2}",False
benchmark_agent,cweval::claude_code,edit_file,8,7,2,2.0,3,"2,3","{""2"": 7, ""3"": 1}",False
benchmark_agent,cweval::claude_code,error,39,33,2,2.0,4,"2,3,4","{""2"": 33, ""3"": 5, ""4"": 1}",False
benchmark_agent,cweval::claude_code,execute_probe,301,224,2,3.0,13,"2,3,4,5,6,7,8,9,10,11,12,13","{""2"": 106, ""3"": 69, ""4"": 41, ""5"": 28, ""6"": 20, ""7"": 17, ""8"": 9, ""9"": 4, ""10"": 2, ""11"": 1, ""12"": 2, ""13"": 2}",False
benchmark_agent,cweval::claude_code,inspect_workspace,59,36,2,2.0,4,"2,3,4","{""2"": 44, ""3"": 13, ""4"": 2}",False
benchmark_agent,cweval::claude_code,install,21,20,2,2.0,3,"2,3","{""2"": 17, ""3"": 4}",False
benchmark_agent,cweval::claude_code,message,27,27,2,4.0,4,"2,4","{""2"": 2, ""4"": 25}",False
benchmark_agent,cweval::claude_code,read_file,58,50,2,2.0,6,"2,3,4,6","{""2"": 40, ""3"": 15, ""4"": 2, ""6"": 1}",False
benchmark_agent,cweval::claude_code,search,3,3,2,2.0,3,"2,3","{""2"": 2, ""3"": 1}",False
benchmark_agent,cweval::claude_code,write_file,33,28,2,2.0,4,"2,3,4","{""2"": 26, ""3"": 4, ""4"": 3}",False
benchmark_agent,cweval::codex,error,68,56,2,2.0,8,"2,3,4,6,7,8","{""2"": 43, ""3"": 18, ""4"": 3, ""6"": 2, ""7"": 1, ""8"": 1}",False
benchmark_agent,cweval::codex,execute_probe,242,200,2,2.0,9,"2,3,4,5,6,7,8,9","{""2"": 140, ""3"": 57, ""4"": 29, ""5"": 11, ""6"": 1, ""7"": 1, ""8"": 1, ""9"": 2}",False
benchmark_agent,cweval::codex,inspect_workspace,278,263,2,4.0,8,"2,3,4,5,6,7,8","{""2"": 31, ""3"": 51, ""4"": 103, ""5"": 68, ""6"": 22, ""7"": 2, ""8"": 1}",False
benchmark_agent,cweval::codex,message,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark_agent,cweval::codex,read_file,24,23,2,2.0,4,"2,3,4","{""2"": 21, ""3"": 2, ""4"": 1}",False
benchmark_agent,cweval::codex,search,5,4,2,2.0,3,"2,3","{""2"": 4, ""3"": 1}",False
benchmark_agent,cweval::codex,test,3,3,2,2.0,2,2,"{""2"": 3}",True
benchmark_agent,cweval::codex,write_file,4,2,2,2.0,3,"2,3","{""2"": 3, ""3"": 1}",False
benchmark_agent,dualgauge::claudecode-opus47,error,2,2,2,2.0,2,2,"{""2"": 2}",True
benchmark_agent,dualgauge::claudecode-opus47,inspect_workspace,1,1,4,4.0,4,4,"{""4"": 1}",True
benchmark_agent,dualgauge::claudecode-opus47,read_file,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark_agent,dualgauge::claudecode-opus47,write_file,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark_agent,dualgauge::codex-gpt54,error,366,343,2,2.0,7,"2,3,4,5,6,7","{""2"": 197, ""3"": 110, ""4"": 39, ""5"": 13, ""6"": 5, ""7"": 2}",False
benchmark_agent,dualgauge::codex-gpt54,execute_probe,13,13,2,2.0,8,"2,3,4,6,8","{""2"": 9, ""3"": 1, ""4"": 1, ""6"": 1, ""8"": 1}",False
benchmark_agent,dualgauge::codex-gpt54,inspect_workspace,75,70,2,2.0,9,"2,3,4,9","{""2"": 65, ""3"": 8, ""4"": 1, ""9"": 1}",False
benchmark_agent,dualgauge::codex-gpt54,item.updated,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark_agent,dualgauge::codex-gpt54,message:error,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark_agent,dualgauge::codex-gpt54,read_file,38,38,2,2.0,7,"2,3,4,5,6,7","{""2"": 29, ""3"": 2, ""4"": 3, ""5"": 2, ""6"": 1, ""7"": 1}",False
benchmark_agent,dualgauge::codex-gpt54,search,52,51,2,2.0,3,"2,3","{""2"": 42, ""3"": 10}",False
benchmark_agent,dualgauge::codex-gpt54,web_search,2,2,4,9.5,15,"4,15","{""4"": 1, ""15"": 1}",False
benchmark_agent,dualgauge::openhands-gpt54,agent_action,320,208,2,2.0,6,"2,3,4,5,6","{""2"": 252, ""3"": 47, ""4"": 18, ""5"": 1, ""6"": 2}",False
benchmark_agent,dualgauge::openhands-gpt54,edit_file,44,40,2,2.0,6,"2,3,4,5,6","{""2"": 25, ""3"": 11, ""4"": 4, ""5"": 3, ""6"": 1}",False
benchmark_agent,dualgauge::openhands-gpt54,error,264,216,2,2.0,5,"2,3,4,5","{""2"": 196, ""3"": 55, ""4"": 10, ""5"": 3}",False
benchmark_agent,dualgauge::openhands-gpt54,execute_probe,32,30,2,2.0,4,"2,3,4","{""2"": 28, ""3"": 3, ""4"": 1}",False
benchmark_agent,dualgauge::openhands-gpt54,inspect_workspace,89,80,2,2.0,3,"2,3","{""2"": 79, ""3"": 10}",False
benchmark_agent,dualgauge::openhands-gpt54,message,128,128,2,2.0,2,2,"{""2"": 128}",True
benchmark_agent,dualgauge::openhands-gpt54,message:error,77,77,2,2.0,2,2,"{""2"": 77}",True
benchmark_agent,dualgauge::openhands-gpt54,read_file,585,492,2,2.0,11,"2,3,4,5,7,11","{""2"": 534, ""3"": 34, ""4"": 9, ""5"": 6, ""7"": 1, ""11"": 1}",False
benchmark_agent,dualgauge::openhands-gpt54,search,6,6,2,2.0,3,"2,3","{""2"": 4, ""3"": 2}",False
benchmark_agent,dualgauge::openhands-gpt54,test,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark_agent,dualgauge::openhands-gpt54,write_file,155,135,2,2.0,5,"2,3,4,5","{""2"": 121, ""3"": 28, ""4"": 5, ""5"": 1}",False
benchmark_language,baxbench::go,error,60,47,2,2.0,6,"2,3,4,5,6","{""2"": 40, ""3"": 15, ""4"": 1, ""5"": 3, ""6"": 1}",False
benchmark_language,baxbench::go,execute_probe,36,25,2,2.0,7,"2,3,4,5,7","{""2"": 24, ""3"": 6, ""4"": 3, ""5"": 2, ""7"": 1}",False
benchmark_language,baxbench::go,inspect_workspace,103,81,2,4.0,7,"2,3,4,5,6,7","{""2"": 26, ""3"": 21, ""4"": 31, ""5"": 21, ""6"": 3, ""7"": 1}",False
benchmark_language,baxbench::go,read_file,9,9,2,2.0,3,"2,3","{""2"": 7, ""3"": 2}",False
benchmark_language,baxbench::go,search,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark_language,baxbench::go,test,5,5,2,2.0,2,2,"{""2"": 5}",True
benchmark_language,baxbench::go,write_file,53,51,2,2.0,6,"2,3,4,5,6","{""2"": 37, ""3"": 10, ""4"": 3, ""5"": 2, ""6"": 1}",False
benchmark_language,baxbench::javascript,error,82,54,2,2.0,7,"2,3,4,5,6,7","{""2"": 48, ""3"": 14, ""4"": 8, ""5"": 8, ""6"": 2, ""7"": 2}",False
benchmark_language,baxbench::javascript,execute_probe,295,84,2,3.0,13,"2,3,4,5,6,7,8,9,10,13","{""2"": 140, ""3"": 72, ""4"": 40, ""5"": 16, ""6"": 12, ""7"": 8, ""8"": 2, ""9"": 3, ""10"": 1, ""13"": 1}",False
benchmark_language,baxbench::javascript,inspect_workspace,156,109,2,3.0,10,"2,3,4,5,6,7,8,9,10","{""2"": 51, ""3"": 30, ""4"": 37, ""5"": 10, ""6"": 15, ""7"": 7, ""8"": 2, ""9"": 3, ""10"": 1}",False
benchmark_language,baxbench::javascript,install,4,4,2,2.0,2,2,"{""2"": 4}",True
benchmark_language,baxbench::javascript,read_file,25,18,2,2.0,5,"2,3,4,5","{""2"": 18, ""3"": 5, ""4"": 1, ""5"": 1}",False
benchmark_language,baxbench::javascript,search,5,5,2,2.0,7,"2,7","{""2"": 4, ""7"": 1}",False
benchmark_language,baxbench::javascript,write_file,53,44,2,4.0,11,"2,3,4,5,7,8,9,10,11","{""2"": 21, ""3"": 5, ""4"": 9, ""5"": 5, ""7"": 4, ""8"": 3, ""9"": 4, ""10"": 1, ""11"": 1}",False
benchmark_language,baxbench::php,error,11,9,2,2.0,4,"2,3,4","{""2"": 8, ""3"": 2, ""4"": 1}",False
benchmark_language,baxbench::php,execute_probe,93,24,2,2.0,11,"2,3,4,5,7,11","{""2"": 52, ""3"": 24, ""4"": 9, ""5"": 6, ""7"": 1, ""11"": 1}",False
benchmark_language,baxbench::php,inspect_workspace,61,26,2,2.0,11,"2,3,4,5,6,7,8,9,10,11","{""2"": 32, ""3"": 9, ""4"": 5, ""5"": 4, ""6"": 2, ""7"": 4, ""8"": 2, ""9"": 1, ""10"": 1, ""11"": 1}",False
benchmark_language,baxbench::php,read_file,48,22,2,2.0,6,"2,3,4,6","{""2"": 25, ""3"": 12, ""4"": 9, ""6"": 2}",False
benchmark_language,baxbench::php,search,5,2,2,2.0,3,"2,3","{""2"": 3, ""3"": 2}",False
benchmark_language,baxbench::php,write_file,19,14,2,2.0,4,"2,3,4","{""2"": 11, ""3"": 5, ""4"": 3}",False
benchmark_language,baxbench::python,error,82,56,2,2.0,8,"2,3,4,5,6,8","{""2"": 52, ""3"": 16, ""4"": 7, ""5"": 3, ""6"": 3, ""8"": 1}",False
benchmark_language,baxbench::python,execute_probe,138,63,2,3.0,9,"2,3,4,5,6,7,8,9","{""2"": 67, ""3"": 29, ""4"": 16, ""5"": 16, ""6"": 4, ""7"": 4, ""8"": 1, ""9"": 1}",False
benchmark_language,baxbench::python,inspect_workspace,118,105,2,4.0,9,"2,3,4,5,6,7,9","{""2"": 25, ""3"": 22, ""4"": 46, ""5"": 19, ""6"": 4, ""7"": 1, ""9"": 1}",False
benchmark_language,baxbench::python,install,2,2,2,2.0,2,2,"{""2"": 2}",True
benchmark_language,baxbench::python,read_file,34,23,2,2.0,11,"2,3,5,6,11","{""2"": 21, ""3"": 10, ""5"": 1, ""6"": 1, ""11"": 1}",False
benchmark_language,baxbench::python,write_file,57,36,2,3.0,17,"2,3,4,5,6,7,9,10,11,12,13,14,15,17","{""2"": 23, ""3"": 11, ""4"": 4, ""5"": 3, ""6"": 2, ""7"": 1, ""9"": 2, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 4, ""15"": 1, ""17"": 2}",False
benchmark_language,baxbench::ruby,error,4,4,2,2.5,3,"2,3","{""2"": 2, ""3"": 2}",False
benchmark_language,baxbench::ruby,execute_probe,71,23,2,3.0,10,"2,3,4,5,6,7,8,10","{""2"": 31, ""3"": 24, ""4"": 5, ""5"": 5, ""6"": 2, ""7"": 2, ""8"": 1, ""10"": 1}",False
benchmark_language,baxbench::ruby,inspect_workspace,46,28,2,4.0,11,"2,3,4,5,6,7,8,9,10,11","{""2"": 18, ""3"": 2, ""4"": 4, ""5"": 4, ""6"": 3, ""7"": 4, ""8"": 5, ""9"": 3, ""10"": 1, ""11"": 2}",False
benchmark_language,baxbench::ruby,install,4,4,2,2.0,2,2,"{""2"": 4}",True
benchmark_language,baxbench::ruby,read_file,54,24,2,3.0,6,"2,3,4,5,6","{""2"": 25, ""3"": 18, ""4"": 7, ""5"": 3, ""6"": 1}",False
benchmark_language,baxbench::ruby,search,2,2,2,2.0,2,2,"{""2"": 2}",True
benchmark_language,baxbench::ruby,test,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark_language,baxbench::ruby,write_file,24,13,2,3.0,6,"2,3,4,5,6","{""2"": 9, ""3"": 8, ""4"": 3, ""5"": 2, ""6"": 2}",False
benchmark_language,baxbench::rust,error,32,18,2,2.0,5,"2,3,4,5","{""2"": 21, ""3"": 7, ""4"": 3, ""5"": 1}",False
benchmark_language,baxbench::rust,execute_probe,16,10,2,2.5,6,"2,3,4,6","{""2"": 8, ""3"": 5, ""4"": 2, ""6"": 1}",False
benchmark_language,baxbench::rust,inspect_workspace,37,28,2,4.0,6,"2,3,4,5,6","{""2"": 9, ""3"": 7, ""4"": 12, ""5"": 7, ""6"": 2}",False
benchmark_language,baxbench::rust,read_file,4,4,2,2.5,4,"2,3,4","{""2"": 2, ""3"": 1, ""4"": 1}",False
benchmark_language,baxbench::rust,search,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark_language,baxbench::rust,write_file,11,9,2,2.0,3,"2,3","{""2"": 8, ""3"": 3}",False
benchmark_language,cweval::c,edit_file,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark_language,cweval::c,error,30,22,2,2.0,8,"2,3,4,6,7,8","{""2"": 23, ""3"": 3, ""4"": 1, ""6"": 1, ""7"": 1, ""8"": 1}",False
benchmark_language,cweval::c,execute_probe,201,163,2,3.0,11,"2,3,4,5,6,7,8,9,11","{""2"": 88, ""3"": 50, ""4"": 25, ""5"": 15, ""6"": 8, ""7"": 6, ""8"": 3, ""9"": 5, ""11"": 1}",False
benchmark_language,cweval::c,inspect_workspace,107,94,2,4.0,7,"2,3,4,5,6,7","{""2"": 29, ""3"": 15, ""4"": 37, ""5"": 22, ""6"": 3, ""7"": 1}",False
benchmark_language,cweval::c,message,2,2,2,2.0,2,2,"{""2"": 2}",True
benchmark_language,cweval::c,read_file,36,32,2,2.0,4,"2,3,4","{""2"": 29, ""3"": 6, ""4"": 1}",False
benchmark_language,cweval::c,search,3,3,2,2.0,3,"2,3","{""2"": 2, ""3"": 1}",False
benchmark_language,cweval::c,write_file,7,7,2,2.0,2,2,"{""2"": 7}",True
benchmark_language,cweval::cpp,edit_file,2,2,2,2.0,2,2,"{""2"": 2}",True
benchmark_language,cweval::cpp,error,19,17,2,2.0,3,"2,3","{""2"": 17, ""3"": 2}",False
benchmark_language,cweval::cpp,execute_probe,139,96,2,3.0,10,"2,3,4,5,6,7,8,10","{""2"": 61, ""3"": 34, ""4"": 18, ""5"": 13, ""6"": 3, ""7"": 6, ""8"": 3, ""10"": 1}",False
benchmark_language,cweval::cpp,inspect_workspace,76,62,2,3.0,6,"2,3,4,5,6","{""2"": 25, ""3"": 18, ""4"": 18, ""5"": 12, ""6"": 3}",False
benchmark_language,cweval::cpp,read_file,19,17,2,2.0,4,"2,3,4","{""2"": 12, ""3"": 6, ""4"": 1}",False
benchmark_language,cweval::cpp,search,1,1,3,3.0,3,3,"{""3"": 1}",True
benchmark_language,cweval::cpp,write_file,14,9,2,2.0,4,"2,3,4","{""2"": 12, ""3"": 1, ""4"": 1}",False
benchmark_language,cweval::go,edit_file,2,2,2,2.0,2,2,"{""2"": 2}",True
benchmark_language,cweval::go,error,10,8,2,2.0,3,"2,3","{""2"": 9, ""3"": 1}",False
benchmark_language,cweval::go,execute_probe,106,72,2,2.0,13,"2,3,4,5,6,7,8,13","{""2"": 62, ""3"": 18, ""4"": 11, ""5"": 4, ""6"": 6, ""7"": 2, ""8"": 2, ""13"": 1}",False
benchmark_language,cweval::go,inspect_workspace,52,41,2,4.0,8,"2,3,4,5,6,8","{""2"": 13, ""3"": 11, ""4"": 9, ""5"": 12, ""6"": 6, ""8"": 1}",False
benchmark_language,cweval::go,install,4,4,2,2.0,2,2,"{""2"": 4}",True
benchmark_language,cweval::go,message,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark_language,cweval::go,read_file,23,20,2,2.0,6,"2,3,4,6","{""2"": 16, ""3"": 5, ""4"": 1, ""6"": 1}",False
benchmark_language,cweval::go,search,4,3,2,2.0,2,2,"{""2"": 4}",True
benchmark_language,cweval::go,test,3,3,2,2.0,2,2,"{""2"": 3}",True
benchmark_language,cweval::go,write_file,8,6,2,2.5,4,"2,3,4","{""2"": 4, ""3"": 2, ""4"": 2}",False
benchmark_language,cweval::javascript,edit_file,1,1,3,3.0,3,3,"{""3"": 1}",True
benchmark_language,cweval::javascript,error,9,7,2,2.0,3,"2,3","{""2"": 8, ""3"": 1}",False
benchmark_language,cweval::javascript,execute_probe,67,67,2,3.0,13,"2,3,4,5,6,7,8,10,12,13","{""2"": 25, ""3"": 16, ""4"": 8, ""5"": 5, ""6"": 4, ""7"": 4, ""8"": 1, ""10"": 1, ""12"": 2, ""13"": 1}",False
benchmark_language,cweval::javascript,inspect_workspace,43,43,2,4.0,7,"2,3,4,5,6,7","{""2"": 6, ""3"": 9, ""4"": 13, ""5"": 9, ""6"": 5, ""7"": 1}",False
benchmark_language,cweval::javascript,install,2,1,2,2.0,2,2,"{""2"": 2}",True
benchmark_language,cweval::javascript,read_file,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark_language,cweval::javascript,write_file,5,5,2,2.0,3,"2,3","{""2"": 3, ""3"": 2}",False
benchmark_language,cweval::python,edit_file,2,1,2,2.0,2,2,"{""2"": 2}",True
benchmark_language,cweval::python,error,39,35,2,3.0,6,"2,3,4,6","{""2"": 19, ""3"": 16, ""4"": 3, ""6"": 1}",False
benchmark_language,cweval::python,execute_probe,30,26,2,3.0,9,"2,3,4,5,8,9","{""2"": 10, ""3"": 8, ""4"": 8, ""5"": 2, ""8"": 1, ""9"": 1}",False
benchmark_language,cweval::python,inspect_workspace,59,59,2,4.0,6,"2,3,4,5,6","{""2"": 2, ""3"": 11, ""4"": 28, ""5"": 13, ""6"": 5}",False
benchmark_language,cweval::python,install,15,15,2,2.0,3,"2,3","{""2"": 11, ""3"": 4}",False
benchmark_language,cweval::python,message,25,25,4,4.0,4,4,"{""4"": 25}",True
benchmark_language,cweval::python,read_file,3,3,2,2.0,2,2,"{""2"": 3}",True
benchmark_language,cweval::python,write_file,3,3,2,2.0,2,2,"{""2"": 3}",True
benchmark_language,dualgauge::cpp,agent_action,197,115,2,2.0,6,"2,3,4,5,6","{""2"": 145, ""3"": 34, ""4"": 15, ""5"": 1, ""6"": 2}",False
benchmark_language,dualgauge::cpp,edit_file,30,26,2,2.5,6,"2,3,4,5,6","{""2"": 15, ""3"": 9, ""4"": 3, ""5"": 2, ""6"": 1}",False
benchmark_language,dualgauge::cpp,error,190,166,2,2.0,7,"2,3,4,5,6,7","{""2"": 125, ""3"": 43, ""4"": 16, ""5"": 3, ""6"": 2, ""7"": 1}",False
benchmark_language,dualgauge::cpp,execute_probe,10,10,2,2.0,8,"2,3,4,8","{""2"": 7, ""3"": 1, ""4"": 1, ""8"": 1}",False
benchmark_language,dualgauge::cpp,inspect_workspace,63,57,2,2.0,9,"2,3,4,9","{""2"": 56, ""3"": 5, ""4"": 1, ""9"": 1}",False
benchmark_language,dualgauge::cpp,item.updated,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark_language,dualgauge::cpp,message,51,51,2,2.0,2,2,"{""2"": 51}",True
benchmark_language,dualgauge::cpp,message:error,24,24,2,2.0,2,2,"{""2"": 24}",True
benchmark_language,dualgauge::cpp,read_file,224,178,2,2.0,11,"2,3,4,5,11","{""2"": 196, ""3"": 19, ""4"": 5, ""5"": 3, ""11"": 1}",False
benchmark_language,dualgauge::cpp,search,23,22,2,2.0,3,"2,3","{""2"": 20, ""3"": 3}",False
benchmark_language,dualgauge::cpp,web_search,1,1,4,4.0,4,4,"{""4"": 1}",True
benchmark_language,dualgauge::cpp,write_file,65,53,2,2.0,3,"2,3","{""2"": 53, ""3"": 12}",False
benchmark_language,dualgauge::javascript,agent_action,69,49,2,2.0,4,"2,3,4","{""2"": 59, ""3"": 8, ""4"": 2}",False
benchmark_language,dualgauge::javascript,edit_file,6,6,2,2.0,3,"2,3","{""2"": 5, ""3"": 1}",False
benchmark_language,dualgauge::javascript,error,212,189,2,2.0,6,"2,3,4,5,6","{""2"": 131, ""3"": 55, ""4"": 19, ""5"": 5, ""6"": 2}",False
benchmark_language,dualgauge::javascript,execute_probe,22,20,2,2.0,6,"2,3,6","{""2"": 19, ""3"": 2, ""6"": 1}",False
benchmark_language,dualgauge::javascript,inspect_workspace,56,50,2,2.0,4,"2,3,4","{""2"": 48, ""3"": 7, ""4"": 1}",False
benchmark_language,dualgauge::javascript,message,41,41,2,2.0,2,2,"{""2"": 41}",True
benchmark_language,dualgauge::javascript,message:error,28,28,2,2.0,2,2,"{""2"": 28}",True
benchmark_language,dualgauge::javascript,read_file,209,182,2,2.0,7,"2,3,4,5,6,7","{""2"": 190, ""3"": 12, ""4"": 3, ""5"": 2, ""6"": 1, ""7"": 1}",False
benchmark_language,dualgauge::javascript,search,14,14,2,2.0,3,"2,3","{""2"": 13, ""3"": 1}",False
benchmark_language,dualgauge::javascript,web_search,1,1,15,15.0,15,15,"{""15"": 1}",True
benchmark_language,dualgauge::javascript,write_file,41,36,2,2.0,4,"2,3,4","{""2"": 34, ""3"": 6, ""4"": 1}",False
benchmark_language,dualgauge::python,agent_action,54,44,2,2.0,4,"2,3,4","{""2"": 48, ""3"": 5, ""4"": 1}",False
benchmark_language,dualgauge::python,edit_file,8,8,2,2.0,5,"2,3,4,5","{""2"": 5, ""3"": 1, ""4"": 1, ""5"": 1}",False
benchmark_language,dualgauge::python,error,230,206,2,2.0,7,"2,3,4,5,6,7","{""2"": 139, ""3"": 67, ""4"": 14, ""5"": 8, ""6"": 1, ""7"": 1}",False
benchmark_language,dualgauge::python,execute_probe,13,13,2,2.0,4,"2,3,4","{""2"": 11, ""3"": 1, ""4"": 1}",False
benchmark_language,dualgauge::python,inspect_workspace,46,44,2,2.0,3,"2,3","{""2"": 40, ""3"": 6}",False
benchmark_language,dualgauge::python,message,36,36,2,2.0,2,2,"{""2"": 36}",True
benchmark_language,dualgauge::python,message:error,26,26,2,2.0,2,2,"{""2"": 26}",True
benchmark_language,dualgauge::python,read_file,191,171,2,2.0,7,"2,3,4,5,7","{""2"": 178, ""3"": 5, ""4"": 4, ""5"": 3, ""7"": 1}",False
benchmark_language,dualgauge::python,search,21,21,2,2.0,3,"2,3","{""2"": 13, ""3"": 8}",False
benchmark_language,dualgauge::python,test,1,1,2,2.0,2,2,"{""2"": 1}",True
benchmark_language,dualgauge::python,write_file,50,47,2,2.0,5,"2,3,4,5","{""2"": 35, ""3"": 10, ""4"": 4, ""5"": 1}",False
language,c,edit_file,1,1,2,2.0,2,2,"{""2"": 1}",True
language,c,error,30,22,2,2.0,8,"2,3,4,6,7,8","{""2"": 23, ""3"": 3, ""4"": 1, ""6"": 1, ""7"": 1, ""8"": 1}",False
language,c,execute_probe,201,163,2,3.0,11,"2,3,4,5,6,7,8,9,11","{""2"": 88, ""3"": 50, ""4"": 25, ""5"": 15, ""6"": 8, ""7"": 6, ""8"": 3, ""9"": 5, ""11"": 1}",False
language,c,inspect_workspace,107,94,2,4.0,7,"2,3,4,5,6,7","{""2"": 29, ""3"": 15, ""4"": 37, ""5"": 22, ""6"": 3, ""7"": 1}",False
language,c,message,2,2,2,2.0,2,2,"{""2"": 2}",True
language,c,read_file,36,32,2,2.0,4,"2,3,4","{""2"": 29, ""3"": 6, ""4"": 1}",False
language,c,search,3,3,2,2.0,3,"2,3","{""2"": 2, ""3"": 1}",False
language,c,write_file,7,7,2,2.0,2,2,"{""2"": 7}",True
language,cpp,agent_action,197,115,2,2.0,6,"2,3,4,5,6","{""2"": 145, ""3"": 34, ""4"": 15, ""5"": 1, ""6"": 2}",False
language,cpp,edit_file,32,28,2,2.0,6,"2,3,4,5,6","{""2"": 17, ""3"": 9, ""4"": 3, ""5"": 2, ""6"": 1}",False
language,cpp,error,209,183,2,2.0,7,"2,3,4,5,6,7","{""2"": 142, ""3"": 45, ""4"": 16, ""5"": 3, ""6"": 2, ""7"": 1}",False
language,cpp,execute_probe,149,106,2,3.0,10,"2,3,4,5,6,7,8,10","{""2"": 68, ""3"": 35, ""4"": 19, ""5"": 13, ""6"": 3, ""7"": 6, ""8"": 4, ""10"": 1}",False
language,cpp,inspect_workspace,139,119,2,2.0,9,"2,3,4,5,6,9","{""2"": 81, ""3"": 23, ""4"": 19, ""5"": 12, ""6"": 3, ""9"": 1}",False
language,cpp,item.updated,1,1,2,2.0,2,2,"{""2"": 1}",True
language,cpp,message,51,51,2,2.0,2,2,"{""2"": 51}",True
language,cpp,message:error,24,24,2,2.0,2,2,"{""2"": 24}",True
language,cpp,read_file,243,195,2,2.0,11,"2,3,4,5,11","{""2"": 208, ""3"": 25, ""4"": 6, ""5"": 3, ""11"": 1}",False
language,cpp,search,24,23,2,2.0,3,"2,3","{""2"": 20, ""3"": 4}",False
language,cpp,web_search,1,1,4,4.0,4,4,"{""4"": 1}",True
language,cpp,write_file,79,62,2,2.0,4,"2,3,4","{""2"": 65, ""3"": 13, ""4"": 1}",False
language,go,edit_file,2,2,2,2.0,2,2,"{""2"": 2}",True
language,go,error,70,55,2,2.0,6,"2,3,4,5,6","{""2"": 49, ""3"": 16, ""4"": 1, ""5"": 3, ""6"": 1}",False
language,go,execute_probe,142,97,2,2.0,13,"2,3,4,5,6,7,8,13","{""2"": 86, ""3"": 24, ""4"": 14, ""5"": 6, ""6"": 6, ""7"": 3, ""8"": 2, ""13"": 1}",False
language,go,inspect_workspace,155,122,2,4.0,8,"2,3,4,5,6,7,8","{""2"": 39, ""3"": 32, ""4"": 40, ""5"": 33, ""6"": 9, ""7"": 1, ""8"": 1}",False
language,go,install,4,4,2,2.0,2,2,"{""2"": 4}",True
language,go,message,1,1,2,2.0,2,2,"{""2"": 1}",True
language,go,read_file,32,29,2,2.0,6,"2,3,4,6","{""2"": 23, ""3"": 7, ""4"": 1, ""6"": 1}",False
language,go,search,5,4,2,2.0,2,2,"{""2"": 5}",True
