group_type,group_value,from_token,to_token,count,probability
agent_language,codex::ruby,inspect_workspace,install,2,0.01818181818181818
agent_language,codex::ruby,inspect_workspace,message,2,0.01818181818181818
agent_language,codex::ruby,error,message:error,2,0.013793103448275862
agent_language,codex::ruby,error,END,1,0.006896551724137931
agent_language,codex::ruby,inspect_workspace,message:error,1,0.00909090909090909
agent_language,codex::ruby,execute_probe,END,1,0.0058823529411764705
agent_language,codex::ruby,read_file,search,1,0.008264462809917356
agent_language,codex::ruby,inspect_workspace,search,1,0.00909090909090909
agent_language,codex::ruby,install,write_file,1,0.027777777777777776
agent_language,codex::ruby,write_file,search,1,0.017241379310344827
agent_language,codex::ruby,search,error,1,0.08333333333333333
agent_language,codex::ruby,message,execute_probe,1,0.023255813953488372
agent_language,codex::ruby,error,search,1,0.006896551724137931
agent_language,codex::ruby,search,test,1,0.08333333333333333
agent_language,codex::ruby,write_file,inspect_workspace,1,0.017241379310344827
agent_language,codex::ruby,read_file,install,1,0.008264462809917356
agent_language,codex::ruby,message,write_file,1,0.023255813953488372
agent_language,codex::rust,error,execute_probe,31,0.37349397590361444
agent_language,codex::rust,START,message,28,1.0
agent_language,codex::rust,message,inspect_workspace,28,0.717948717948718
agent_language,codex::rust,execute_probe,error,25,0.43103448275862066
agent_language,codex::rust,inspect_workspace,error,24,0.3157894736842105
agent_language,codex::rust,generated_code:error,END,24,1.0
agent_language,codex::rust,inspect_workspace,write_file,23,0.3026315789473684
agent_language,codex::rust,write_file,error,20,0.6060606060606061
agent_language,codex::rust,error,inspect_workspace,19,0.2289156626506024
agent_language,codex::rust,execute_probe,inspect_workspace,18,0.3103448275862069
agent_language,codex::rust,inspect_workspace,execute_probe,17,0.2236842105263158
agent_language,codex::rust,message:error,generated_code:error,15,0.9375
agent_language,codex::rust,read_file,error,10,0.37037037037037035
agent_language,codex::rust,inspect_workspace,read_file,10,0.13157894736842105
agent_language,codex::rust,error,read_file,9,0.10843373493975904
agent_language,codex::rust,message,generated_code:error,9,0.23076923076923078
agent_language,codex::rust,error,message:error,7,0.08433734939759036
agent_language,codex::rust,write_file,inspect_workspace,7,0.21212121212121213
agent_language,codex::rust,error,search,6,0.07228915662650602
agent_language,codex::rust,error,message,6,0.07228915662650602
agent_language,codex::rust,read_file,execute_probe,5,0.18518518518518517
agent_language,codex::rust,read_file,message:error,5,0.18518518518518517
agent_language,codex::rust,execute_probe,write_file,5,0.08620689655172414
agent_language,codex::rust,error,write_file,5,0.060240963855421686
agent_language,codex::rust,execute_probe,message:error,4,0.06896551724137931
agent_language,codex::rust,read_file,inspect_workspace,4,0.14814814814814814
agent_language,codex::rust,search,read_file,4,0.4444444444444444
agent_language,codex::rust,search,error,4,0.4444444444444444
agent_language,codex::rust,write_file,execute_probe,4,0.12121212121212122
agent_language,codex::rust,execute_probe,message,3,0.05172413793103448
agent_language,codex::rust,execute_probe,read_file,3,0.05172413793103448
agent_language,codex::rust,generated_code,END,3,1.0
agent_language,codex::rust,read_file,search,2,0.07407407407407407
agent_language,codex::rust,message,generated_code,2,0.05128205128205128
agent_language,codex::rust,write_file,END,1,0.030303030303030304
agent_language,codex::rust,inspect_workspace,search,1,0.013157894736842105
agent_language,codex::rust,search,execute_probe,1,0.1111111111111111
agent_language,codex::rust,inspect_workspace,message,1,0.013157894736842105
agent_language,codex::rust,read_file,message,1,0.037037037037037035
agent_language,codex::rust,write_file,read_file,1,0.030303030303030304
agent_language,codex::rust,message:error,generated_code,1,0.0625
agent_language,openhands-gpt54::cpp,START,message:error,182,0.5928338762214984
agent_language,openhands-gpt54::cpp,agent_action,error,179,0.30185497470489037
agent_language,openhands-gpt54::cpp,read_file,inspect_workspace,159,0.33974358974358976
agent_language,openhands-gpt54::cpp,read_file,agent_action,139,0.297008547008547
agent_language,openhands-gpt54::cpp,message:error,read_file,135,0.625
agent_language,openhands-gpt54::cpp,write_file,agent_action,127,0.5427350427350427
agent_language,openhands-gpt54::cpp,START,message,125,0.40716612377850164
agent_language,openhands-gpt54::cpp,error,agent_action,111,0.2810126582278481
agent_language,openhands-gpt54::cpp,inspect_workspace,agent_action,110,0.36303630363036304
agent_language,openhands-gpt54::cpp,error,END,107,0.2708860759493671
agent_language,openhands-gpt54::cpp,agent_action,inspect_workspace,103,0.1736930860033727
agent_language,openhands-gpt54::cpp,error,write_file,102,0.2582278481012658
agent_language,openhands-gpt54::cpp,agent_action,read_file,98,0.16526138279932545
agent_language,openhands-gpt54::cpp,inspect_workspace,error,73,0.24092409240924093
agent_language,openhands-gpt54::cpp,message,END,71,0.4896551724137931
agent_language,openhands-gpt54::cpp,agent_action,write_file,68,0.11467116357504216
agent_language,openhands-gpt54::cpp,agent_action,END,68,0.11467116357504216
agent_language,openhands-gpt54::cpp,inspect_workspace,read_file,61,0.20132013201320131
agent_language,openhands-gpt54::cpp,read_file,error,59,0.12606837606837606
agent_language,openhands-gpt54::cpp,message:error,END,58,0.26851851851851855
agent_language,openhands-gpt54::cpp,message,read_file,52,0.3586206896551724
agent_language,openhands-gpt54::cpp,edit_file,agent_action,52,0.52
agent_language,openhands-gpt54::cpp,write_file,error,48,0.20512820512820512
agent_language,openhands-gpt54::cpp,read_file,edit_file,44,0.09401709401709402
agent_language,openhands-gpt54::cpp,write_file,read_file,39,0.16666666666666666
agent_language,openhands-gpt54::cpp,error,read_file,35,0.08860759493670886
agent_language,openhands-gpt54::cpp,agent_action,edit_file,31,0.05227655986509275
agent_language,openhands-gpt54::cpp,inspect_workspace,write_file,30,0.09900990099009901
agent_language,openhands-gpt54::cpp,execute_probe,read_file,28,0.42424242424242425
agent_language,openhands-gpt54::cpp,edit_file,error,25,0.25
agent_language,openhands-gpt54::cpp,agent_action,execute_probe,25,0.04215851602023609
agent_language,openhands-gpt54::cpp,read_file,write_file,21,0.04487179487179487
agent_language,openhands-gpt54::cpp,execute_probe,agent_action,20,0.30303030303030304
agent_language,openhands-gpt54::cpp,read_file,execute_probe,17,0.03632478632478633
agent_language,openhands-gpt54::cpp,message:error,agent_action,16,0.07407407407407407
agent_language,openhands-gpt54::cpp,agent_action,message:error,13,0.021922428330522766
agent_language,openhands-gpt54::cpp,error,inspect_workspace,13,0.03291139240506329
agent_language,openhands-gpt54::cpp,error,edit_file,13,0.03291139240506329
agent_language,openhands-gpt54::cpp,edit_file,read_file,11,0.11
agent_language,openhands-gpt54::cpp,read_file,search,10,0.021367521367521368
agent_language,openhands-gpt54::cpp,message,inspect_workspace,10,0.06896551724137931
agent_language,openhands-gpt54::cpp,inspect_workspace,search,10,0.033003300330033
agent_language,openhands-gpt54::cpp,search,agent_action,9,0.28125
agent_language,openhands-gpt54::cpp,execute_probe,error,9,0.13636363636363635
agent_language,openhands-gpt54::cpp,message,agent_action,9,0.06206896551724138
agent_language,openhands-gpt54::cpp,search,read_file,9,0.28125
agent_language,openhands-gpt54::cpp,write_file,edit_file,9,0.038461538461538464
agent_language,openhands-gpt54::cpp,read_file,message,9,0.019230769230769232
agent_language,openhands-gpt54::cpp,edit_file,write_file,8,0.08
agent_language,openhands-gpt54::cpp,read_file,message:error,8,0.017094017094017096
agent_language,openhands-gpt54::cpp,error,execute_probe,7,0.017721518987341773
agent_language,openhands-gpt54::cpp,inspect_workspace,execute_probe,7,0.0231023102310231
agent_language,openhands-gpt54::cpp,inspect_workspace,message:error,6,0.019801980198019802
agent_language,openhands-gpt54::cpp,write_file,inspect_workspace,5,0.021367521367521368
agent_language,openhands-gpt54::cpp,agent_action,search,5,0.008431703204047217
agent_language,openhands-gpt54::cpp,message:error,inspect_workspace,5,0.023148148148148147
agent_language,openhands-gpt54::cpp,write_file,execute_probe,5,0.021367521367521368
agent_language,openhands-gpt54::cpp,inspect_workspace,message,5,0.0165016501650165
agent_language,openhands-gpt54::cpp,error,message:error,4,0.010126582278481013
agent_language,openhands-gpt54::cpp,execute_probe,inspect_workspace,4,0.06060606060606061
agent_language,openhands-gpt54::cpp,agent_action,message,3,0.00505902192242833
agent_language,openhands-gpt54::cpp,search,execute_probe,3,0.09375
agent_language,openhands-gpt54::cpp,search,write_file,3,0.09375
agent_language,openhands-gpt54::cpp,error,search,3,0.007594936708860759
agent_language,openhands-gpt54::cpp,message,message:error,3,0.020689655172413793
agent_language,openhands-gpt54::cpp,execute_probe,search,3,0.045454545454545456
agent_language,openhands-gpt54::cpp,search,inspect_workspace,2,0.0625
agent_language,openhands-gpt54::cpp,edit_file,inspect_workspace,2,0.02
agent_language,openhands-gpt54::cpp,read_file,END,2,0.004273504273504274
agent_language,openhands-gpt54::cpp,search,error,2,0.0625
agent_language,openhands-gpt54::cpp,search,edit_file,2,0.0625
agent_language,openhands-gpt54::cpp,execute_probe,write_file,2,0.030303030303030304
agent_language,openhands-gpt54::cpp,message:error,message,2,0.009259259259259259
agent_language,openhands-gpt54::cpp,edit_file,execute_probe,2,0.02
agent_language,openhands-gpt54::cpp,write_file,search,1,0.004273504273504274
agent_language,openhands-gpt54::cpp,search,END,1,0.03125
agent_language,openhands-gpt54::cpp,search,message,1,0.03125
agent_language,openhands-gpt54::cpp,inspect_workspace,edit_file,1,0.0033003300330033004
agent_language,openhands-gpt54::javascript,START,message:error,182,0.5928338762214984
agent_language,openhands-gpt54::javascript,read_file,inspect_workspace,150,0.35629453681710216
agent_language,openhands-gpt54::javascript,message:error,read_file,135,0.6221198156682027
agent_language,openhands-gpt54::javascript,error,END,131,0.3283208020050125
agent_language,openhands-gpt54::javascript,read_file,agent_action,126,0.2992874109263658
agent_language,openhands-gpt54::javascript,START,message,125,0.40716612377850164
agent_language,openhands-gpt54::javascript,error,write_file,121,0.3032581453634085
agent_language,openhands-gpt54::javascript,agent_action,error,109,0.30362116991643456
agent_language,openhands-gpt54::javascript,inspect_workspace,error,96,0.366412213740458
agent_language,openhands-gpt54::javascript,agent_action,inspect_workspace,83,0.23119777158774374
agent_language,openhands-gpt54::javascript,write_file,error,75,0.3826530612244898
agent_language,openhands-gpt54::javascript,inspect_workspace,agent_action,73,0.2786259541984733
agent_language,openhands-gpt54::javascript,message:error,END,63,0.2903225806451613
agent_language,openhands-gpt54::javascript,message,END,61,0.4206896551724138
agent_language,openhands-gpt54::javascript,message,read_file,58,0.4
agent_language,openhands-gpt54::javascript,execute_probe,agent_action,57,0.32386363636363635
agent_language,openhands-gpt54::javascript,read_file,error,56,0.1330166270783848
agent_language,openhands-gpt54::javascript,agent_action,END,51,0.14206128133704735
agent_language,openhands-gpt54::javascript,agent_action,read_file,48,0.13370473537604458
agent_language,openhands-gpt54::javascript,execute_probe,error,46,0.26136363636363635
agent_language,openhands-gpt54::javascript,execute_probe,read_file,44,0.25
agent_language,openhands-gpt54::javascript,read_file,execute_probe,44,0.10451306413301663
agent_language,openhands-gpt54::javascript,write_file,execute_probe,43,0.2193877551020408
agent_language,openhands-gpt54::javascript,inspect_workspace,read_file,42,0.16030534351145037
agent_language,openhands-gpt54::javascript,error,agent_action,42,0.10526315789473684
agent_language,openhands-gpt54::javascript,write_file,read_file,40,0.20408163265306123
agent_language,openhands-gpt54::javascript,error,read_file,37,0.09273182957393483
agent_language,openhands-gpt54::javascript,error,execute_probe,36,0.09022556390977443
agent_language,openhands-gpt54::javascript,agent_action,write_file,33,0.09192200557103064
agent_language,openhands-gpt54::javascript,write_file,agent_action,25,0.12755102040816327
agent_language,openhands-gpt54::javascript,agent_action,execute_probe,20,0.055710306406685235
agent_language,openhands-gpt54::javascript,read_file,edit_file,17,0.040380047505938245
agent_language,openhands-gpt54::javascript,inspect_workspace,write_file,16,0.061068702290076333
agent_language,openhands-gpt54::javascript,inspect_workspace,execute_probe,15,0.05725190839694656
agent_language,openhands-gpt54::javascript,edit_file,error,13,0.37142857142857144
agent_language,openhands-gpt54::javascript,message:error,agent_action,13,0.059907834101382486
agent_language,openhands-gpt54::javascript,execute_probe,write_file,12,0.06818181818181818
agent_language,openhands-gpt54::javascript,read_file,write_file,12,0.028503562945368172
agent_language,openhands-gpt54::javascript,message,message:error,11,0.07586206896551724
agent_language,openhands-gpt54::javascript,inspect_workspace,message,10,0.03816793893129771
agent_language,openhands-gpt54::javascript,error,edit_file,9,0.022556390977443608
agent_language,openhands-gpt54::javascript,error,inspect_workspace,9,0.022556390977443608
agent_language,openhands-gpt54::javascript,message,inspect_workspace,9,0.06206896551724138
agent_language,openhands-gpt54::javascript,install,execute_probe,8,0.2962962962962963
agent_language,openhands-gpt54::javascript,edit_file,execute_probe,8,0.22857142857142856
agent_language,openhands-gpt54::javascript,edit_file,read_file,8,0.22857142857142856
agent_language,openhands-gpt54::javascript,write_file,install,7,0.03571428571428571
agent_language,openhands-gpt54::javascript,install,agent_action,7,0.25925925925925924
agent_language,openhands-gpt54::javascript,message,agent_action,6,0.041379310344827586
agent_language,openhands-gpt54::javascript,install,read_file,6,0.2222222222222222
agent_language,openhands-gpt54::javascript,error,install,5,0.012531328320802004
agent_language,openhands-gpt54::javascript,read_file,message:error,5,0.011876484560570071
agent_language,openhands-gpt54::javascript,search,agent_action,5,0.4166666666666667
agent_language,openhands-gpt54::javascript,agent_action,message:error,5,0.013927576601671309
agent_language,openhands-gpt54::javascript,execute_probe,message:error,5,0.028409090909090908
agent_language,openhands-gpt54::javascript,inspect_workspace,message:error,5,0.019083969465648856
agent_language,openhands-gpt54::javascript,agent_action,install,5,0.013927576601671309
agent_language,openhands-gpt54::javascript,read_file,search,4,0.009501187648456057
agent_language,openhands-gpt54::javascript,read_file,install,4,0.009501187648456057
agent_language,openhands-gpt54::javascript,search,read_file,3,0.25
agent_language,openhands-gpt54::javascript,agent_action,edit_file,3,0.008356545961002786
agent_language,openhands-gpt54::javascript,read_file,message,3,0.007125890736342043
agent_language,openhands-gpt54::javascript,error,message:error,3,0.007518796992481203
agent_language,openhands-gpt54::javascript,execute_probe,install,3,0.017045454545454544
agent_language,openhands-gpt54::javascript,execute_probe,inspect_workspace,3,0.017045454545454544
agent_language,openhands-gpt54::javascript,write_file,inspect_workspace,3,0.015306122448979591
agent_language,openhands-gpt54::javascript,message:error,inspect_workspace,3,0.013824884792626729
agent_language,openhands-gpt54::javascript,message:error,message,3,0.013824884792626729
agent_language,openhands-gpt54::javascript,install,error,3,0.1111111111111111
agent_language,openhands-gpt54::javascript,edit_file,agent_action,3,0.08571428571428572
agent_language,openhands-gpt54::javascript,error,test,2,0.005012531328320802
agent_language,openhands-gpt54::javascript,test,agent_action,2,1.0
agent_language,openhands-gpt54::javascript,inspect_workspace,install,2,0.007633587786259542
agent_language,openhands-gpt54::javascript,inspect_workspace,search,2,0.007633587786259542
agent_language,openhands-gpt54::javascript,error,search,2,0.005012531328320802
agent_language,openhands-gpt54::javascript,execute_probe,search,2,0.011363636363636364
agent_language,openhands-gpt54::javascript,execute_probe,edit_file,2,0.011363636363636364
agent_language,openhands-gpt54::javascript,error,message,2,0.005012531328320802
agent_language,openhands-gpt54::javascript,search,execute_probe,2,0.16666666666666666
agent_language,openhands-gpt54::javascript,write_file,edit_file,2,0.01020408163265306
agent_language,openhands-gpt54::javascript,execute_probe,message,1,0.005681818181818182
agent_language,openhands-gpt54::javascript,execute_probe,END,1,0.005681818181818182
agent_language,openhands-gpt54::javascript,install,write_file,1,0.037037037037037035
agent_language,openhands-gpt54::javascript,edit_file,search,1,0.02857142857142857
agent_language,openhands-gpt54::javascript,install,inspect_workspace,1,0.037037037037037035
agent_language,openhands-gpt54::javascript,inspect_workspace,edit_file,1,0.003816793893129771
agent_language,openhands-gpt54::javascript,agent_action,message,1,0.002785515320334262
agent_language,openhands-gpt54::javascript,search,error,1,0.08333333333333333
agent_language,openhands-gpt54::javascript,agent_action,search,1,0.002785515320334262
agent_language,openhands-gpt54::javascript,install,edit_file,1,0.037037037037037035
agent_language,openhands-gpt54::javascript,edit_file,install,1,0.02857142857142857
agent_language,openhands-gpt54::javascript,edit_file,write_file,1,0.02857142857142857
agent_language,openhands-gpt54::javascript,write_file,message:error,1,0.00510204081632653
agent_language,openhands-gpt54::javascript,search,inspect_workspace,1,0.08333333333333333
agent_language,openhands-gpt54::python,START,message:error,182,0.5928338762214984
agent_language,openhands-gpt54::python,read_file,inspect_workspace,143,0.44135802469135804
agent_language,openhands-gpt54::python,message:error,read_file,138,0.5847457627118644
agent_language,openhands-gpt54::python,error,END,134,0.35543766578249336
agent_language,openhands-gpt54::python,START,message,125,0.40716612377850164
agent_language,openhands-gpt54::python,error,write_file,117,0.3103448275862069
agent_language,openhands-gpt54::python,inspect_workspace,error,105,0.44680851063829785
agent_language,openhands-gpt54::python,agent_action,error,94,0.34944237918215615
agent_language,openhands-gpt54::python,read_file,agent_action,80,0.24691358024691357
agent_language,openhands-gpt54::python,message:error,END,79,0.3347457627118644
agent_language,openhands-gpt54::python,agent_action,inspect_workspace,69,0.25650557620817843
agent_language,openhands-gpt54::python,inspect_workspace,agent_action,66,0.28085106382978725
agent_language,openhands-gpt54::python,message,read_file,63,0.45652173913043476
agent_language,openhands-gpt54::python,execute_probe,error,61,0.43884892086330934
agent_language,openhands-gpt54::python,write_file,execute_probe,56,0.2916666666666667
agent_language,openhands-gpt54::python,write_file,error,53,0.2760416666666667
agent_language,openhands-gpt54::python,error,execute_probe,51,0.13527851458885942
agent_language,openhands-gpt54::python,message,END,49,0.35507246376811596
agent_language,openhands-gpt54::python,read_file,error,46,0.1419753086419753
agent_language,openhands-gpt54::python,agent_action,END,44,0.16356877323420074
agent_language,openhands-gpt54::python,execute_probe,agent_action,34,0.2446043165467626
agent_language,openhands-gpt54::python,write_file,read_file,33,0.171875
agent_language,openhands-gpt54::python,inspect_workspace,read_file,32,0.13617021276595745
agent_language,openhands-gpt54::python,error,agent_action,28,0.07427055702917772
agent_language,openhands-gpt54::python,write_file,agent_action,27,0.140625
agent_language,openhands-gpt54::python,error,read_file,21,0.05570291777188329
agent_language,openhands-gpt54::python,agent_action,write_file,20,0.07434944237918216
agent_language,openhands-gpt54::python,agent_action,read_file,18,0.06691449814126393
agent_language,openhands-gpt54::python,execute_probe,write_file,18,0.12949640287769784
agent_language,openhands-gpt54::python,execute_probe,read_file,17,0.1223021582733813
agent_language,openhands-gpt54::python,message,message:error,17,0.12318840579710146
agent_language,openhands-gpt54::python,edit_file,error,16,0.47058823529411764
agent_language,openhands-gpt54::python,read_file,edit_file,15,0.046296296296296294
agent_language,openhands-gpt54::python,inspect_workspace,write_file,15,0.06382978723404255
agent_language,openhands-gpt54::python,read_file,write_file,14,0.043209876543209874
agent_language,openhands-gpt54::python,read_file,execute_probe,14,0.043209876543209874
agent_language,openhands-gpt54::python,test,agent_action,12,0.631578947368421
agent_language,openhands-gpt54::python,write_file,test,12,0.0625
agent_language,openhands-gpt54::python,error,edit_file,11,0.029177718832891247
agent_language,openhands-gpt54::python,read_file,message:error,10,0.030864197530864196
agent_language,openhands-gpt54::python,agent_action,execute_probe,10,0.03717472118959108
agent_language,openhands-gpt54::python,inspect_workspace,message:error,10,0.0425531914893617
agent_language,openhands-gpt54::python,message:error,agent_action,8,0.03389830508474576
agent_language,openhands-gpt54::python,message:error,inspect_workspace,8,0.03389830508474576
agent_language,openhands-gpt54::python,agent_action,message:error,7,0.026022304832713755
agent_language,openhands-gpt54::python,edit_file,agent_action,6,0.17647058823529413
agent_language,openhands-gpt54::python,edit_file,write_file,6,0.17647058823529413
agent_language,openhands-gpt54::python,error,inspect_workspace,6,0.015915119363395226
agent_language,openhands-gpt54::python,write_file,edit_file,5,0.026041666666666668
agent_language,openhands-gpt54::python,message,inspect_workspace,5,0.036231884057971016
agent_language,openhands-gpt54::python,install,agent_action,4,0.6666666666666666
agent_language,openhands-gpt54::python,error,test,4,0.010610079575596816
agent_language,openhands-gpt54::python,message,agent_action,4,0.028985507246376812
agent_language,openhands-gpt54::python,error,message:error,4,0.010610079575596816
agent_language,openhands-gpt54::python,edit_file,execute_probe,3,0.08823529411764706
agent_language,openhands-gpt54::python,inspect_workspace,execute_probe,3,0.01276595744680851
agent_language,openhands-gpt54::python,inspect_workspace,message,3,0.01276595744680851
agent_language,openhands-gpt54::python,message:error,message,3,0.012711864406779662
agent_language,openhands-gpt54::python,agent_action,message,3,0.011152416356877323
agent_language,openhands-gpt54::python,write_file,message:error,3,0.015625
agent_language,openhands-gpt54::python,execute_probe,message:error,3,0.02158273381294964
agent_language,openhands-gpt54::python,agent_action,test,2,0.007434944237918215
agent_language,openhands-gpt54::python,execute_probe,message,2,0.014388489208633094
agent_language,openhands-gpt54::python,agent_action,install,2,0.007434944237918215
agent_language,openhands-gpt54::python,execute_probe,install,2,0.014388489208633094
agent_language,openhands-gpt54::python,test,error,2,0.10526315789473684
agent_language,openhands-gpt54::python,install,execute_probe,2,0.3333333333333333
agent_language,openhands-gpt54::python,edit_file,read_file,2,0.058823529411764705
agent_language,openhands-gpt54::python,read_file,message,2,0.006172839506172839
agent_language,openhands-gpt54::python,test,write_file,2,0.10526315789473684
agent_language,openhands-gpt54::python,write_file,inspect_workspace,2,0.010416666666666666
agent_language,openhands-gpt54::python,test,inspect_workspace,1,0.05263157894736842
agent_language,openhands-gpt54::python,test,END,1,0.05263157894736842
agent_language,openhands-gpt54::python,execute_probe,inspect_workspace,1,0.007194244604316547
agent_language,openhands-gpt54::python,error,install,1,0.002652519893899204
agent_language,openhands-gpt54::python,inspect_workspace,edit_file,1,0.00425531914893617
agent_language,openhands-gpt54::python,write_file,install,1,0.005208333333333333
agent_language,openhands-gpt54::python,test,edit_file,1,0.05263157894736842
agent_language,openhands-gpt54::python,edit_file,test,1,0.029411764705882353
agent_language,openhands-gpt54::python,execute_probe,edit_file,1,0.007194244604316547
agent_language,openhands::c,message,generated_code:error,150,0.967741935483871
agent_language,openhands::c,START,message,93,1.0
agent_language,openhands::c,generated_code:error,END,88,0.5866666666666667
agent_language,openhands::c,generated_code:error,message,62,0.41333333333333333
agent_language,openhands::c,message,generated_code,5,0.03225806451612903
agent_language,openhands::c,generated_code,END,5,1.0
agent_language,openhands::cpp,message,generated_code:error,100,0.9523809523809523
agent_language,openhands::cpp,START,message,63,1.0
agent_language,openhands::cpp,generated_code:error,END,58,0.58
agent_language,openhands::cpp,generated_code:error,message,42,0.42
agent_language,openhands::cpp,message,generated_code,5,0.047619047619047616
agent_language,openhands::cpp,generated_code,END,5,1.0
agent_language,openhands::go,message,generated_code:error,73,0.7684210526315789
agent_language,openhands::go,START,message,57,1.0
agent_language,openhands::go,generated_code:error,message,38,0.5205479452054794
agent_language,openhands::go,generated_code:error,END,35,0.4794520547945205
agent_language,openhands::go,message,generated_code,22,0.23157894736842105
agent_language,openhands::go,generated_code,END,22,1.0
agent_language,openhands::javascript,message,generated_code:error,94,0.8173913043478261
agent_language,openhands::javascript,START,message,69,1.0
agent_language,openhands::javascript,generated_code:error,END,48,0.5106382978723404
agent_language,openhands::javascript,generated_code:error,message,46,0.48936170212765956
agent_language,openhands::javascript,message,generated_code,21,0.1826086956521739
agent_language,openhands::javascript,generated_code,END,21,1.0
agent_language,openhands::python,message,generated_code:error,101,0.808
agent_language,openhands::python,START,message,75,1.0
agent_language,openhands::python,generated_code:error,END,51,0.504950495049505
agent_language,openhands::python,generated_code:error,message,50,0.49504950495049505
agent_language,openhands::python,message,generated_code,24,0.192
agent_language,openhands::python,generated_code,END,24,1.0
benchmark,baxbench,error,execute_probe,402,0.3743016759776536
benchmark,baxbench,START,message,392,1.0
benchmark,baxbench,execute_probe,inspect_workspace,378,0.2488479262672811
benchmark,baxbench,read_file,execute_probe,377,0.4424882629107981
benchmark,baxbench,message,inspect_workspace,375,0.5859375
benchmark,baxbench,execute_probe,error,360,0.2369980250164582
benchmark,baxbench,execute_probe,read_file,349,0.22975641869651087
benchmark,baxbench,inspect_workspace,execute_probe,309,0.26660914581535805
benchmark,baxbench,generated_code:error,END,267,1.0
benchmark,baxbench,inspect_workspace,error,264,0.2277825711820535
benchmark,baxbench,inspect_workspace,read_file,246,0.21225194132873165
benchmark,baxbench,inspect_workspace,write_file,243,0.20966350301984468
benchmark,baxbench,write_file,error,230,0.4056437389770723
benchmark,baxbench,write_file,execute_probe,185,0.3262786596119929
benchmark,baxbench,error,inspect_workspace,180,0.16759776536312848
benchmark,baxbench,message,generated_code:error,171,0.2671875
benchmark,baxbench,error,read_file,150,0.13966480446927373
benchmark,baxbench,read_file,error,139,0.16314553990610328
benchmark,baxbench,execute_probe,write_file,133,0.08755760368663594
benchmark,baxbench,search,execute_probe,101,0.4975369458128079
benchmark,baxbench,execute_probe,search,100,0.06583278472679395
benchmark,baxbench,install,execute_probe,99,0.5439560439560439
benchmark,baxbench,error,message,96,0.0893854748603352
benchmark,baxbench,generated_code,END,96,1.0
benchmark,baxbench,read_file,inspect_workspace,94,0.11032863849765258
benchmark,baxbench,message:error,generated_code:error,94,0.831858407079646
benchmark,baxbench,error,write_file,89,0.08286778398510242
benchmark,baxbench,read_file,write_file,86,0.10093896713615023
benchmark,baxbench,error,install,79,0.07355679702048418
benchmark,baxbench,message,generated_code,77,0.1203125
benchmark,baxbench,execute_probe,test,73,0.04805793285055958
benchmark,baxbench,write_file,read_file,70,0.12345679012345678
benchmark,baxbench,read_file,message,69,0.08098591549295775
benchmark,baxbench,execute_probe,message,63,0.041474654377880185
benchmark,baxbench,install,error,58,0.31868131868131866
benchmark,baxbench,test,inspect_workspace,49,0.48514851485148514
benchmark,baxbench,search,inspect_workspace,45,0.22167487684729065
benchmark,baxbench,test,execute_probe,43,0.42574257425742573
benchmark,baxbench,read_file,message:error,39,0.045774647887323945
benchmark,baxbench,error,message:error,39,0.036312849162011177
benchmark,baxbench,write_file,install,36,0.06349206349206349
benchmark,baxbench,read_file,search,36,0.04225352112676056
benchmark,baxbench,error,search,31,0.028864059590316574
benchmark,baxbench,search,read_file,31,0.15270935960591134
benchmark,baxbench,execute_probe,install,30,0.019749835418038184
benchmark,baxbench,write_file,inspect_workspace,30,0.05291005291005291
benchmark,baxbench,inspect_workspace,install,29,0.025021570319240724
benchmark,baxbench,execute_probe,message:error,29,0.019091507570770244
benchmark,baxbench,inspect_workspace,search,26,0.022433132010353754
benchmark,baxbench,inspect_workspace,message,19,0.01639344262295082
benchmark,baxbench,message:error,generated_code,19,0.168141592920354
benchmark,baxbench,search,error,18,0.08866995073891626
benchmark,baxbench,inspect_workspace,END,12,0.010353753235547885
benchmark,baxbench,read_file,test,9,0.01056338028169014
benchmark,baxbench,message,END,8,0.0125
benchmark,baxbench,install,inspect_workspace,8,0.04395604395604396
benchmark,baxbench,install,write_file,7,0.038461538461538464
benchmark,baxbench,message,write_file,6,0.009375
benchmark,baxbench,error,test,6,0.00558659217877095
benchmark,baxbench,inspect_workspace,test,6,0.005176876617773943
benchmark,baxbench,write_file,END,5,0.008818342151675485
benchmark,baxbench,inspect_workspace,message:error,5,0.004314063848144953
benchmark,baxbench,write_file,search,5,0.008818342151675485
benchmark,baxbench,test,error,5,0.04950495049504951
benchmark,baxbench,write_file,test,5,0.008818342151675485
benchmark,baxbench,install,search,5,0.027472527472527472
benchmark,baxbench,install,read_file,4,0.02197802197802198
benchmark,baxbench,search,install,4,0.019704433497536946
benchmark,baxbench,execute_probe,END,3,0.0019749835418038184
benchmark,baxbench,read_file,install,3,0.0035211267605633804
benchmark,baxbench,message,execute_probe,3,0.0046875
benchmark,baxbench,test,read_file,2,0.019801980198019802
benchmark,baxbench,search,write_file,2,0.009852216748768473
benchmark,baxbench,error,END,1,0.000931098696461825
benchmark,baxbench,search,message:error,1,0.0049261083743842365
benchmark,baxbench,write_file,message,1,0.001763668430335097
benchmark,baxbench,error,generated_code:error,1,0.000931098696461825
benchmark,baxbench,test,write_file,1,0.009900990099009901
benchmark,baxbench,search,test,1,0.0049261083743842365
benchmark,baxbench,execute_probe,generated_code:error,1,0.0006583278472679394
