group_type,group_value,sequence,count,share,median_collapsed_len,success_share
agent_language,codex::c,message > inspect_workspace > read_file > error > execute_probe > write_file > execute_probe > read_file > execute_probe > message > generated_code,1,0.010752688172043012,11.0,1.0
agent_language,codex::c,message > inspect_workspace > read_file > execute_probe > inspect_workspace > read_file > message:error > generated_code,1,0.010752688172043012,8.0,1.0
agent_language,codex::c,message > inspect_workspace > read_file > execute_probe > error > execute_probe > message > generated_code:error,1,0.010752688172043012,8.0,1.0
agent_language,codex::c,message > inspect_workspace > execute_probe > inspect_workspace > error > message:error > generated_code:error,1,0.010752688172043012,7.0,1.0
agent_language,codex::c,message > inspect_workspace > read_file > error > read_file > error > execute_probe > error > execute_probe > error > execute_probe > error > execute_probe > read_file > error > message > generated_code:error,1,0.010752688172043012,17.0,1.0
agent_language,codex::c,message > inspect_workspace > read_file > error > execute_probe > error > message > generated_code:error,1,0.010752688172043012,8.0,1.0
agent_language,codex::c,message > inspect_workspace > read_file > error > execute_probe > read_file > message:error > generated_code:error,1,0.010752688172043012,8.0,1.0
agent_language,codex::cpp,message > inspect_workspace > execute_probe > read_file > message > generated_code,7,0.1111111111111111,6.0,0.8571428571428571
agent_language,codex::cpp,message > execute_probe > read_file > message > generated_code,4,0.06349206349206349,5.0,1.0
agent_language,codex::cpp,message > inspect_workspace > read_file > execute_probe > inspect_workspace > read_file > message > generated_code:error,3,0.047619047619047616,8.0,1.0
agent_language,codex::cpp,message > inspect_workspace > read_file > execute_probe > read_file > message:error > generated_code,3,0.047619047619047616,7.0,1.0
agent_language,codex::cpp,message > inspect_workspace > read_file > execute_probe > read_file > message > generated_code,2,0.031746031746031744,7.0,0.5
agent_language,codex::cpp,message > inspect_workspace > error > execute_probe > error > message:error > generated_code:error,2,0.031746031746031744,7.0,1.0
agent_language,codex::cpp,message > inspect_workspace > read_file > execute_probe > inspect_workspace > error > message:error > generated_code:error,2,0.031746031746031744,8.0,1.0
agent_language,codex::cpp,message > inspect_workspace > execute_probe > read_file > message:error > generated_code,2,0.031746031746031744,6.0,1.0
agent_language,codex::cpp,message > inspect_workspace > read_file > execute_probe > write_file > execute_probe > read_file > message > generated_code,2,0.031746031746031744,9.0,1.0
agent_language,codex::cpp,message > inspect_workspace > read_file > error > execute_probe > write_file > execute_probe > read_file > message:error > generated_code,1,0.015873015873015872,10.0,1.0
agent_language,codex::cpp,message > inspect_workspace > error > execute_probe > write_file > inspect_workspace > read_file > message > generated_code,1,0.015873015873015872,9.0,0.0
agent_language,codex::cpp,message > inspect_workspace > write_file > execute_probe > read_file > execute_probe > message > generated_code,1,0.015873015873015872,8.0,1.0
agent_language,codex::cpp,message > inspect_workspace > execute_probe > error > message:error > generated_code:error,1,0.015873015873015872,6.0,1.0
agent_language,codex::cpp,message > inspect_workspace > execute_probe > error > execute_probe > error > message > generated_code:error,1,0.015873015873015872,8.0,1.0
agent_language,codex::cpp,message > inspect_workspace > error > execute_probe > read_file > execute_probe > message > generated_code:error,1,0.015873015873015872,8.0,1.0
agent_language,codex::cpp,message > error > execute_probe > read_file > message > generated_code:error,1,0.015873015873015872,6.0,1.0
agent_language,codex::cpp,message > inspect_workspace > error > execute_probe > error > execute_probe > read_file > message:error > generated_code,1,0.015873015873015872,9.0,1.0
agent_language,codex::cpp,message > inspect_workspace > execute_probe > read_file > execute_probe > message > generated_code,1,0.015873015873015872,7.0,1.0
agent_language,codex::cpp,message > execute_probe > write_file > execute_probe > read_file > inspect_workspace > read_file > message > generated_code:error,1,0.015873015873015872,9.0,1.0
agent_language,codex::cpp,message > error > execute_probe > inspect_workspace > read_file > message > generated_code:error,1,0.015873015873015872,7.0,1.0
agent_language,codex::go,message > inspect_workspace > execute_probe > read_file > message > generated_code,9,0.06382978723404255,6.0,0.7777777777777778
agent_language,codex::go,message > inspect_workspace > error > execute_probe > error > message > generated_code:error,4,0.028368794326241134,7.0,1.0
agent_language,codex::go,message > execute_probe > read_file > message > generated_code,3,0.02127659574468085,5.0,1.0
agent_language,codex::go,message > inspect_workspace > execute_probe > error > message > generated_code:error,3,0.02127659574468085,6.0,1.0
agent_language,codex::go,message > inspect_workspace > read_file > execute_probe > read_file > message > generated_code,3,0.02127659574468085,7.0,0.6666666666666666
agent_language,codex::go,message,3,0.02127659574468085,1.0,
agent_language,codex::go,message > inspect_workspace,3,0.02127659574468085,2.0,
agent_language,codex::go,message > inspect_workspace > write_file > error > inspect_workspace > read_file > message:error > generated_code:error,3,0.02127659574468085,8.0,
agent_language,codex::go,message > inspect_workspace > message > generated_code,3,0.02127659574468085,4.0,
agent_language,codex::go,message > inspect_workspace > execute_probe > inspect_workspace > read_file > message > generated_code,2,0.014184397163120567,7.0,1.0
agent_language,codex::go,message > execute_probe > test > error > message > generated_code:error,2,0.014184397163120567,6.0,0.5
agent_language,codex::go,message > inspect_workspace > write_file > error > execute_probe > inspect_workspace > execute_probe > test > execute_probe > test > inspect_workspace > error > message > generated_code:error,2,0.014184397163120567,14.0,
agent_language,codex::go,message > inspect_workspace > write_file > error > inspect_workspace > error > message:error > generated_code:error,2,0.014184397163120567,8.0,
agent_language,codex::go,message > inspect_workspace > write_file > error > inspect_workspace > error > execute_probe > message:error > generated_code:error,2,0.014184397163120567,9.0,
agent_language,codex::go,message > inspect_workspace > execute_probe > error > inspect_workspace > error > message:error > generated_code:error,2,0.014184397163120567,8.0,
agent_language,codex::go,message > inspect_workspace > write_file > error > inspect_workspace > error > message > generated_code:error,2,0.014184397163120567,8.0,
agent_language,codex::go,message > inspect_workspace > search > execute_probe > read_file > message:error > generated_code,1,0.0070921985815602835,7.0,1.0
agent_language,codex::go,message > inspect_workspace > read_file > execute_probe > test > execute_probe > test > read_file > message > generated_code,1,0.0070921985815602835,10.0,1.0
agent_language,codex::go,message > inspect_workspace > search > execute_probe > read_file > message > generated_code:error,1,0.0070921985815602835,7.0,1.0
agent_language,codex::go,message > inspect_workspace > execute_probe > error > message:error > generated_code:error,1,0.0070921985815602835,6.0,1.0
agent_language,codex::javascript,message > inspect_workspace > execute_probe > error > message > generated_code:error,11,0.06077348066298342,6.0,1.0
agent_language,codex::javascript,message > inspect_workspace > execute_probe > read_file > message > generated_code,5,0.027624309392265192,6.0,0.8
agent_language,codex::javascript,message > execute_probe > read_file > message > generated_code,5,0.027624309392265192,5.0,1.0
agent_language,codex::javascript,message > execute_probe > error > message > generated_code:error,4,0.022099447513812154,5.0,1.0
agent_language,codex::javascript,message > inspect_workspace > message > generated_code,4,0.022099447513812154,4.0,0.0
agent_language,codex::javascript,message > inspect_workspace,4,0.022099447513812154,2.0,
agent_language,codex::javascript,message > inspect_workspace > execute_probe > read_file > message > generated_code:error,3,0.016574585635359115,6.0,1.0
agent_language,codex::javascript,message > inspect_workspace > read_file > execute_probe > read_file > message > generated_code:error,2,0.011049723756906077,7.0,1.0
agent_language,codex::javascript,message > inspect_workspace > read_file > execute_probe > inspect_workspace > read_file > message > generated_code,2,0.011049723756906077,8.0,0.5
agent_language,codex::javascript,message > inspect_workspace > error > install > execute_probe > error > message > generated_code:error,2,0.011049723756906077,8.0,1.0
agent_language,codex::javascript,message > inspect_workspace > error > execute_probe > error > message > generated_code:error,2,0.011049723756906077,7.0,1.0
agent_language,codex::javascript,message > inspect_workspace > execute_probe > inspect_workspace > read_file > message > generated_code,2,0.011049723756906077,7.0,1.0
agent_language,codex::javascript,message > execute_probe > read_file > message > generated_code:error,2,0.011049723756906077,5.0,1.0
agent_language,codex::javascript,message > inspect_workspace > read_file > execute_probe > read_file > message > generated_code,2,0.011049723756906077,7.0,0.5
agent_language,codex::javascript,message > inspect_workspace > write_file,2,0.011049723756906077,3.0,
agent_language,codex::javascript,message,2,0.011049723756906077,1.0,
agent_language,codex::javascript,message > inspect_workspace > execute_probe > message > generated_code,2,0.011049723756906077,5.0,
agent_language,codex::javascript,message > inspect_workspace > write_file > execute_probe > error > message > generated_code:error,1,0.0055248618784530384,7.0,1.0
agent_language,codex::javascript,message > inspect_workspace > execute_probe > error > message:error > generated_code:error,1,0.0055248618784530384,6.0,1.0
agent_language,codex::javascript,message > inspect_workspace > search > read_file > execute_probe > read_file > message > generated_code,1,0.0055248618784530384,8.0,1.0
agent_language,codex::php,message,1,0.03571428571428571,1.0,
agent_language,codex::php,message > inspect_workspace > read_file > inspect_workspace > execute_probe > inspect_workspace > execute_probe > inspect_workspace > read_file > error > read_file > inspect_workspace > read_file > write_file > read_file > write_file > execute_probe > error > read_file > execute_probe > error > read_file > error > inspect_workspace > read_file > execute_probe > error > execute_probe > inspect_workspace > execute_probe > write_file > execute_probe > inspect_workspace > message > generated_code,1,0.03571428571428571,35.0,
agent_language,codex::php,message > write_file > execute_probe > inspect_workspace > execute_probe > inspect_workspace > search > read_file > write_file > read_file > error > execute_probe > error > execute_probe > inspect_workspace > error > read_file > error > read_file > execute_probe > message > generated_code:error,1,0.03571428571428571,22.0,
agent_language,codex::php,message > inspect_workspace > execute_probe > inspect_workspace > read_file > write_file > error > read_file > inspect_workspace > error > write_file > execute_probe > read_file > write_file > read_file > execute_probe > error > read_file > execute_probe > search > execute_probe > read_file > execute_probe > search > execute_probe > error > read_file > inspect_workspace > error > execute_probe > error > write_file > error > read_file > error > search > error > search > execute_probe > error > execute_probe > inspect_workspace > read_file > message > generated_code,1,0.03571428571428571,45.0,
agent_language,codex::php,message > inspect_workspace > read_file > inspect_workspace > execute_probe > inspect_workspace > read_file > error > inspect_workspace > read_file > execute_probe > write_file > execute_probe > inspect_workspace > read_file > message > generated_code,1,0.03571428571428571,17.0,
agent_language,codex::php,message > inspect_workspace > search > inspect_workspace > read_file > inspect_workspace > execute_probe > inspect_workspace > search > read_file > error > read_file > write_file > inspect_workspace > read_file > error > execute_probe > read_file > execute_probe > error > read_file > execute_probe > read_file > search > execute_probe > search > read_file > execute_probe > search > execute_probe > inspect_workspace > read_file > execute_probe > message > generated_code:error,1,0.03571428571428571,35.0,
agent_language,codex::php,message > inspect_workspace > write_file > execute_probe > inspect_workspace > execute_probe > inspect_workspace > write_file > read_file > write_file > read_file > error > execute_probe > error > read_file > error > execute_probe > read_file > execute_probe > read_file > inspect_workspace > error > message:error > generated_code:error,1,0.03571428571428571,24.0,
agent_language,codex::php,message > inspect_workspace > write_file > execute_probe > inspect_workspace > execute_probe > read_file > write_file > read_file > error > execute_probe > read_file > execute_probe > read_file > execute_probe > search > execute_probe > read_file > execute_probe > search > execute_probe > inspect_workspace > error > execute_probe > message > generated_code:error,1,0.03571428571428571,26.0,
agent_language,codex::php,message > inspect_workspace > execute_probe > write_file > execute_probe > inspect_workspace > read_file > inspect_workspace > read_file > error > inspect_workspace > write_file > read_file > write_file > search > write_file > execute_probe > error > test > inspect_workspace > read_file > message:error > generated_code:error,1,0.03571428571428571,23.0,
agent_language,codex::php,message > inspect_workspace > execute_probe > inspect_workspace > read_file > error > read_file > write_file > read_file > write_file > execute_probe > error > search > execute_probe > read_file > execute_probe > search > execute_probe > read_file > search > execute_probe > error > execute_probe > read_file > inspect_workspace > execute_probe > read_file > execute_probe > inspect_workspace > read_file > execute_probe > message:error > generated_code,1,0.03571428571428571,33.0,
agent_language,codex::php,message > inspect_workspace > read_file > inspect_workspace > execute_probe > error > read_file > inspect_workspace > read_file > inspect_workspace > write_file > execute_probe > read_file > search > execute_probe > read_file > execute_probe > read_file > search > execute_probe > search > execute_probe > search > inspect_workspace > read_file > message > generated_code,1,0.03571428571428571,27.0,
agent_language,codex::php,message > inspect_workspace > execute_probe > inspect_workspace,1,0.03571428571428571,4.0,
agent_language,codex::php,message > inspect_workspace > execute_probe > write_file > execute_probe > read_file > execute_probe > read_file > execute_probe > write_file > execute_probe > read_file > execute_probe > inspect_workspace > search > execute_probe > inspect_workspace > execute_probe > write_file > execute_probe > error > execute_probe > inspect_workspace > execute_probe > error > execute_probe > inspect_workspace > execute_probe > error > message > generated_code,1,0.03571428571428571,31.0,
agent_language,codex::php,message > inspect_workspace > error > write_file > error > read_file > inspect_workspace > read_file > write_file > read_file > execute_probe > read_file > execute_probe > inspect_workspace > read_file > inspect_workspace > message > generated_code,1,0.03571428571428571,18.0,
agent_language,codex::php,message > inspect_workspace > message > generated_code,1,0.03571428571428571,4.0,
agent_language,codex::php,message > inspect_workspace > execute_probe > inspect_workspace > read_file > error > read_file > write_file > error > write_file > execute_probe > read_file > inspect_workspace > read_file > write_file > execute_probe > error > inspect_workspace > read_file > error > write_file > execute_probe > inspect_workspace > execute_probe > read_file > write_file > read_file > execute_probe > search > execute_probe > search > inspect_workspace > read_file > message > generated_code:error,1,0.03571428571428571,35.0,
agent_language,codex::php,message > inspect_workspace > execute_probe > error > read_file > inspect_workspace > error > read_file > execute_probe > read_file > write_file > execute_probe > inspect_workspace > execute_probe > error > inspect_workspace > read_file > execute_probe > read_file > error > execute_probe > message > generated_code:error,1,0.03571428571428571,23.0,
agent_language,codex::php,message > inspect_workspace > execute_probe > inspect_workspace > execute_probe > inspect_workspace > read_file > error > read_file > inspect_workspace > read_file > execute_probe > write_file > error > read_file > execute_probe > read_file > execute_probe > read_file > write_file > read_file > execute_probe > write_file > execute_probe > inspect_workspace > read_file > message > generated_code:error,1,0.03571428571428571,28.0,
agent_language,codex::php,message > inspect_workspace > write_file > execute_probe > inspect_workspace > execute_probe > inspect_workspace > read_file > inspect_workspace > read_file > write_file > execute_probe > error > write_file > execute_probe > read_file > inspect_workspace > error > message > generated_code,1,0.03571428571428571,20.0,
agent_language,codex::php,message > inspect_workspace > read_file > inspect_workspace > execute_probe > inspect_workspace > read_file > inspect_workspace > read_file > error > inspect_workspace > read_file > error > execute_probe > write_file > execute_probe > read_file > inspect_workspace > read_file > message > generated_code:error,1,0.03571428571428571,21.0,
agent_language,codex::python,message > inspect_workspace > error > execute_probe > read_file > message > generated_code,10,0.053475935828877004,7.0,1.0
agent_language,codex::python,message > inspect_workspace > error > execute_probe > error > message:error > generated_code:error,6,0.03208556149732621,7.0,0.8333333333333334
agent_language,codex::python,message > inspect_workspace > read_file > error > execute_probe > read_file > message > generated_code,6,0.03208556149732621,8.0,0.8333333333333334
agent_language,codex::python,message > inspect_workspace > error > execute_probe > install > execute_probe > read_file > message > generated_code,5,0.026737967914438502,9.0,1.0
agent_language,codex::python,message > inspect_workspace > error > execute_probe > error > message > generated_code:error,4,0.0213903743315508,7.0,0.5
agent_language,codex::python,message > inspect_workspace > execute_probe > message > generated_code,4,0.0213903743315508,5.0,
agent_language,codex::python,message > error > execute_probe > read_file > message > generated_code,3,0.016042780748663103,6.0,0.6666666666666666
agent_language,codex::python,message > inspect_workspace > read_file > error > execute_probe > error > message > generated_code:error,3,0.016042780748663103,8.0,1.0
agent_language,codex::python,message > inspect_workspace,3,0.016042780748663103,2.0,
agent_language,codex::python,message > inspect_workspace > read_file > error > execute_probe > error > message:error > generated_code:error,2,0.0106951871657754,8.0,1.0
agent_language,codex::python,message > inspect_workspace > error > execute_probe > inspect_workspace > error > message:error > generated_code:error,2,0.0106951871657754,8.0,1.0
agent_language,codex::python,message > error > execute_probe > error > message > generated_code:error,2,0.0106951871657754,6.0,1.0
agent_language,codex::python,message > inspect_workspace > error > execute_probe > error > execute_probe > install > execute_probe > read_file > message > generated_code,2,0.0106951871657754,11.0,0.5
agent_language,codex::python,message > inspect_workspace > error > execute_probe > read_file > message:error > generated_code,2,0.0106951871657754,7.0,1.0
agent_language,codex::python,message,2,0.0106951871657754,1.0,
agent_language,codex::python,message > inspect_workspace > execute_probe > error > inspect_workspace > error > execute_probe > inspect_workspace > error > message > generated_code:error,2,0.0106951871657754,11.0,
agent_language,codex::python,message > inspect_workspace > read_file > error > execute_probe > read_file > message:error > generated_code,1,0.0053475935828877,8.0,1.0
agent_language,codex::python,message > error > message > generated_code,1,0.0053475935828877,4.0,
agent_language,codex::python,message > inspect_workspace > read_file > error > execute_probe > inspect_workspace > error > message:error > generated_code:error,1,0.0053475935828877,9.0,1.0
agent_language,codex::python,message > execute_probe > error > execute_probe > error > execute_probe > error > execute_probe > install > execute_probe > read_file > message > generated_code,1,0.0053475935828877,13.0,0.0
agent_language,codex::ruby,message > inspect_workspace > message > generated_code,2,0.07142857142857142,4.0,
agent_language,codex::ruby,message > inspect_workspace > read_file > inspect_workspace > read_file > inspect_workspace > execute_probe > write_file > error,1,0.03571428571428571,9.0,
agent_language,codex::ruby,message > inspect_workspace > error > execute_probe > inspect_workspace > error > execute_probe > inspect_workspace > execute_probe > read_file > error > read_file > write_file > error > inspect_workspace > write_file > execute_probe > test > inspect_workspace > error > inspect_workspace > message:error > generated_code,1,0.03571428571428571,23.0,
agent_language,codex::ruby,message > inspect_workspace > error > install > error > execute_probe,1,0.03571428571428571,6.0,
agent_language,codex::ruby,message > inspect_workspace > execute_probe > error > inspect_workspace > execute_probe > inspect_workspace > write_file > install > execute_probe > inspect_workspace > write_file > error > write_file > install > read_file > error > read_file > execute_probe > read_file > write_file > read_file > write_file > error > write_file > execute_probe > error > execute_probe > inspect_workspace > error > execute_probe > read_file > execute_probe > inspect_workspace > error > execute_probe > message > generated_code,1,0.03571428571428571,38.0,
agent_language,codex::ruby,message > inspect_workspace > read_file > inspect_workspace > execute_probe > error > install > error > execute_probe > read_file > error > read_file > write_file > read_file > test > execute_probe > inspect_workspace > read_file > inspect_workspace > read_file > message > generated_code:error,1,0.03571428571428571,22.0,
agent_language,codex::ruby,message > inspect_workspace > read_file > inspect_workspace > execute_probe > error > execute_probe > install > error > execute_probe > read_file > error > read_file > execute_probe > read_file > write_file > install > execute_probe > read_file > inspect_workspace > error > execute_probe > inspect_workspace > error > execute_probe > error > execute_probe > inspect_workspace > read_file > message:error > generated_code,1,0.03571428571428571,31.0,
agent_language,codex::ruby,message > inspect_workspace > error > execute_probe > inspect_workspace > install > error > execute_probe > error > inspect_workspace > execute_probe > read_file > error > read_file > execute_probe > test > error > execute_probe > inspect_workspace > execute_probe > search > inspect_workspace > error > message > generated_code,1,0.03571428571428571,25.0,
agent_language,codex::ruby,message > inspect_workspace > execute_probe > error > install > error > execute_probe > read_file > error > read_file > execute_probe > error > execute_probe > inspect_workspace > read_file > search > install > search > execute_probe > error > execute_probe > inspect_workspace > error > message > generated_code:error,1,0.03571428571428571,25.0,
agent_language,codex::ruby,message > inspect_workspace > search > inspect_workspace > execute_probe > error > execute_probe > read_file > error > read_file > execute_probe > read_file > write_file > execute_probe > test > execute_probe > test > error > execute_probe > inspect_workspace > read_file > execute_probe > error > execute_probe > error > execute_probe > message:error > generated_code,1,0.03571428571428571,28.0,
agent_language,codex::ruby,message > inspect_workspace > read_file > inspect_workspace > execute_probe > inspect_workspace > error > execute_probe > install > error > execute_probe > read_file > error > inspect_workspace > write_file > read_file > execute_probe > write_file > read_file > error > read_file > execute_probe > read_file > error > execute_probe > inspect_workspace > execute_probe > inspect_workspace > read_file > execute_probe > write_file > execute_probe > read_file > execute_probe > error > execute_probe > message:error > generated_code:error,1,0.03571428571428571,38.0,
agent_language,codex::ruby,message > inspect_workspace > execute_probe > error > install > error > execute_probe > install > execute_probe > read_file > error > read_file > write_file > install > write_file > error > inspect_workspace > write_file > error > write_file > read_file > write_file > execute_probe > read_file > execute_probe > read_file > execute_probe > inspect_workspace > error > execute_probe > inspect_workspace > execute_probe > error > execute_probe > inspect_workspace > read_file > message:error > generated_code,1,0.03571428571428571,38.0,
agent_language,codex::ruby,message > inspect_workspace > execute_probe > error > install > error > execute_probe > read_file > error > read_file > inspect_workspace > write_file > read_file > write_file > error > write_file > search > execute_probe > error > execute_probe > inspect_workspace > execute_probe > error > execute_probe > error > execute_probe > inspect_workspace > read_file > message:error > generated_code,1,0.03571428571428571,30.0,
agent_language,codex::ruby,message > inspect_workspace > execute_probe > error > execute_probe > install > error > execute_probe > read_file > error > read_file > inspect_workspace > read_file > write_file > error > test > inspect_workspace > error > test > execute_probe > read_file > execute_probe > error > inspect_workspace > error > message > generated_code:error,1,0.03571428571428571,27.0,
agent_language,codex::ruby,message > inspect_workspace > execute_probe > error > install > error > execute_probe > inspect_workspace > read_file > error > read_file > error > execute_probe > inspect_workspace > write_file > error > read_file > write_file > read_file > execute_probe > error > write_file > read_file > test > inspect_workspace > read_file > write_file > read_file > test > inspect_workspace > read_file > inspect_workspace > execute_probe > error > message > generated_code,1,0.03571428571428571,36.0,
agent_language,codex::ruby,message > inspect_workspace > execute_probe > error > install > error > execute_probe > inspect_workspace > read_file > error > read_file > execute_probe > read_file > write_file > execute_probe > inspect_workspace > test > execute_probe > test > execute_probe > error > execute_probe > inspect_workspace > error > test > error > message > generated_code:error,1,0.03571428571428571,28.0,
agent_language,codex::ruby,message > inspect_workspace > execute_probe > write_file > error > install > error > execute_probe > read_file > error > read_file > execute_probe > read_file > write_file > error > write_file > execute_probe > write_file > error > read_file > execute_probe > error > execute_probe > inspect_workspace > execute_probe > read_file > write_file > execute_probe > error > read_file > test > inspect_workspace > read_file > message > generated_code,1,0.03571428571428571,35.0,
agent_language,codex::ruby,message > inspect_workspace > execute_probe > write_file > error > install > error > execute_probe > read_file > error > read_file > write_file > install > read_file > write_file > execute_probe > read_file > write_file > execute_probe > test > inspect_workspace > execute_probe > error > execute_probe > inspect_workspace > read_file > message > generated_code,1,0.03571428571428571,28.0,
agent_language,codex::ruby,message > inspect_workspace > execute_probe > write_file > error > install > error > execute_probe > read_file > error > read_file > message > generated_code,1,0.03571428571428571,13.0,
agent_language,codex::ruby,message > inspect_workspace > write_file > error > install > error > execute_probe > install > error > execute_probe > inspect_workspace > execute_probe > inspect_workspace > read_file > error > read_file > write_file > read_file > write_file > execute_probe > read_file > execute_probe > read_file > write_file > read_file > error > execute_probe > inspect_workspace > test > execute_probe > test > execute_probe > search > execute_probe > search > error > execute_probe > inspect_workspace > read_file > execute_probe > message > generated_code,1,0.03571428571428571,42.0,
agent_language,codex::rust,message > inspect_workspace > write_file > error > execute_probe > error > inspect_workspace > error > message:error > generated_code:error,2,0.07142857142857142,10.0,
agent_language,codex::rust,message > inspect_workspace > write_file,1,0.03571428571428571,3.0,
agent_language,codex::rust,message > inspect_workspace > execute_probe > inspect_workspace > write_file > error > read_file > error > execute_probe > error > execute_probe > error > inspect_workspace > error > message:error > generated_code:error,1,0.03571428571428571,16.0,
agent_language,codex::rust,message > inspect_workspace > write_file > error > inspect_workspace > error > execute_probe > message > generated_code:error,1,0.03571428571428571,9.0,
agent_language,codex::rust,message > inspect_workspace > write_file > error > inspect_workspace > error > read_file > execute_probe > message:error > generated_code:error,1,0.03571428571428571,10.0,
agent_language,codex::rust,message > inspect_workspace > read_file > inspect_workspace > write_file > error > execute_probe > read_file > inspect_workspace > read_file > message:error > generated_code:error,1,0.03571428571428571,12.0,
agent_language,codex::rust,message > inspect_workspace > write_file > error > execute_probe > inspect_workspace > error > execute_probe > inspect_workspace > execute_probe > inspect_workspace > execute_probe > inspect_workspace > read_file > error > search > read_file > search > error > search > read_file > error > search > read_file > search > error > read_file > error > execute_probe > inspect_workspace > search > execute_probe > error > execute_probe > inspect_workspace > error > execute_probe > message:error > generated_code:error,1,0.03571428571428571,39.0,
agent_language,codex::rust,message > inspect_workspace > read_file > inspect_workspace > execute_probe > error > execute_probe > error > inspect_workspace > error > message:error > generated_code:error,1,0.03571428571428571,12.0,
agent_language,codex::rust,message > inspect_workspace > execute_probe > error > execute_probe > write_file > execute_probe > error > execute_probe > error > execute_probe > error > execute_probe > error > execute_probe > read_file > execute_probe > inspect_workspace > execute_probe > error > message:error > generated_code:error,1,0.03571428571428571,22.0,
agent_language,codex::rust,message > inspect_workspace > execute_probe > inspect_workspace > execute_probe > error > inspect_workspace > read_file > message:error > generated_code:error,1,0.03571428571428571,10.0,
agent_language,codex::rust,message > inspect_workspace > write_file > inspect_workspace > write_file > error > read_file > error > execute_probe > write_file > inspect_workspace > error > read_file > error > read_file > error > execute_probe > message:error > generated_code:error,1,0.03571428571428571,19.0,
agent_language,codex::rust,message > inspect_workspace > execute_probe > inspect_workspace > message > generated_code:error,1,0.03571428571428571,6.0,
agent_language,codex::rust,message > inspect_workspace > error > write_file > error > execute_probe > inspect_workspace > execute_probe > inspect_workspace > error > execute_probe > inspect_workspace > error > message > generated_code:error,1,0.03571428571428571,15.0,
agent_language,codex::rust,message > inspect_workspace > write_file > error > inspect_workspace > error > message > generated_code:error,1,0.03571428571428571,8.0,
agent_language,codex::rust,message > inspect_workspace > write_file > error > write_file > inspect_workspace > error > execute_probe > message > generated_code:error,1,0.03571428571428571,10.0,
agent_language,codex::rust,message > inspect_workspace > execute_probe > error > inspect_workspace > error > message > generated_code:error,1,0.03571428571428571,8.0,
agent_language,codex::rust,message > inspect_workspace > write_file > execute_probe > write_file > error > inspect_workspace > write_file > inspect_workspace > read_file > message:error > generated_code:error,1,0.03571428571428571,12.0,
agent_language,codex::rust,message > inspect_workspace > write_file > error > inspect_workspace > read_file > message > generated_code:error,1,0.03571428571428571,8.0,
agent_language,codex::rust,message > inspect_workspace > write_file > execute_probe > write_file > error > execute_probe > error > inspect_workspace > error > message:error > generated_code:error,1,0.03571428571428571,12.0,
agent_language,codex::rust,message > inspect_workspace > error > write_file > error > read_file > execute_probe > read_file > error > execute_probe > inspect_workspace > error > inspect_workspace > read_file > message:error > generated_code:error,1,0.03571428571428571,16.0,
agent_language,openhands-gpt54::cpp,message,51,0.16612377850162866,1.0,0.02
agent_language,openhands-gpt54::cpp,message:error,24,0.0781758957654723,1.0,0.0
agent_language,openhands-gpt54::cpp,message:error > read_file > inspect_workspace > error > agent_action > error,9,0.029315960912052116,6.0,0.2222222222222222
agent_language,openhands-gpt54::cpp,message > read_file > inspect_workspace > write_file > agent_action,7,0.02280130293159609,5.0,0.2857142857142857
agent_language,openhands-gpt54::cpp,message:error > read_file > inspect_workspace > error > write_file > agent_action > error,5,0.016286644951140065,7.0,0.2
agent_language,openhands-gpt54::cpp,message:error > read_file > message:error,4,0.013029315960912053,3.0,0.0
agent_language,openhands-gpt54::cpp,message > read_file > inspect_workspace > error > write_file > agent_action,3,0.009771986970684038,6.0,0.0
agent_language,openhands-gpt54::cpp,message:error > read_file > error > agent_action > error,3,0.009771986970684038,5.0,0.0
agent_language,openhands-gpt54::cpp,message:error > read_file > inspect_workspace > error > write_file > agent_action,3,0.009771986970684038,6.0,0.0
agent_language,openhands-gpt54::cpp,message > read_file > message,3,0.009771986970684038,3.0,0.0
agent_language,openhands-gpt54::cpp,message > read_file > inspect_workspace > message,3,0.009771986970684038,4.0,0.0
agent_language,openhands-gpt54::cpp,message > message:error,3,0.009771986970684038,2.0,0.0
agent_language,openhands-gpt54::cpp,message:error > read_file > inspect_workspace > message:error,3,0.009771986970684038,4.0,0.0
agent_language,openhands-gpt54::cpp,message > inspect_workspace > read_file > message,3,0.009771986970684038,4.0,0.0
agent_language,openhands-gpt54::cpp,message:error > read_file > inspect_workspace > write_file > agent_action,3,0.009771986970684038,5.0,0.0
agent_language,openhands-gpt54::cpp,message > read_file > inspect_workspace > agent_action > error > write_file > agent_action > read_file > agent_action,2,0.006514657980456026,9.0,0.0
agent_language,openhands-gpt54::cpp,message:error > read_file > inspect_workspace > error > write_file > read_file > agent_action > error,2,0.006514657980456026,8.0,0.5
agent_language,openhands-gpt54::cpp,message > inspect_workspace > read_file > inspect_workspace > read_file > message,2,0.006514657980456026,6.0,0.0
agent_language,openhands-gpt54::cpp,message:error > message,2,0.006514657980456026,2.0,0.0
agent_language,openhands-gpt54::cpp,message:error > read_file > inspect_workspace > write_file > agent_action > error,2,0.006514657980456026,6.0,0.0
agent_language,openhands-gpt54::javascript,message,41,0.13355048859934854,1.0,0.024390243902439025
agent_language,openhands-gpt54::javascript,message:error,28,0.09120521172638436,1.0,0.0
