suite,framework,sample,run_id,steps_path,final_message_present,observed_event_count,analyzed_event_count,excluded_non_substantive_events,failed_or_error_events,process_counts_json,attribute_counts_json,primary_process_sequence
Compiler,JavaScript-koa,sample_batch50,Compiler/JavaScript-koa/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Compiler/JavaScript-koa/sample_batch50/logs/steps.jsonl,true,61,53,8,10,"{""adaptation"": 12, ""failure_observation_diagnosis"": 9, ""final_reporting"": 2, ""implementation_writing"": 3, ""inspection"": 7, ""orientation"": 1, ""planning"": 3, ""refinement"": 6, ""verification_build"": 6, ""verification_static"": 4}","{""defensive_coding"": 1, ""dependency_related"": 12, ""environment_or_sandbox_constraint"": 7, ""runtime_service_constraint"": 4}",orientation > verification_build > inspection > inspection > planning > verification_build > inspection > planning > inspection > verification_build > adaptation > adaptation > inspection > inspection > verification_build > adaptation > implementation_writing > adaptation > verification_static > failure_observation_diagnosis > planning > inspection > adaptation > implementation_writing > implementation_writing > adaptation > verification_static > refinement > adaptation > adaptation > refinement > failure_observation_diagnosis > failure_observation_diagnosis > refinement > verification_static > verification_build > refinement > verification_build > failure_observation_diagnosis > adaptation > failure_observation_diagnosis > failure_observation_diagnosis > adaptation > refinement > adaptation > failure_observation_diagnosis > failure_observation_diagnosis > refinement > adaptation > verification_static > failure_observation_diagnosis > final_reporting > final_reporting
Compiler,JavaScript-nest,sample_batch50,Compiler/JavaScript-nest/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Compiler/JavaScript-nest/sample_batch50/logs/steps.jsonl,true,26,25,1,2,"{""adaptation"": 1, ""failure_observation_diagnosis"": 2, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 10, ""orientation"": 2, ""planning"": 1, ""refinement"": 3, ""verification_build"": 3}","{""dependency_related"": 11, ""environment_or_sandbox_constraint"": 1, ""runtime_service_constraint"": 3}",orientation > verification_build > failure_observation_diagnosis > inspection > orientation > inspection > inspection > adaptation > inspection > inspection > verification_build > inspection > inspection > planning > implementation_writing > verification_build > failure_observation_diagnosis > inspection > refinement > refinement > refinement > inspection > inspection > final_reporting > final_reporting
Compiler,PHP-Lumen,sample_batch50,Compiler/PHP-Lumen/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Compiler/PHP-Lumen/sample_batch50/logs/steps.jsonl,true,33,32,1,7,"{""adaptation"": 1, ""failure_observation_diagnosis"": 7, ""final_reporting"": 2, ""implementation_writing"": 4, ""inspection"": 4, ""orientation"": 1, ""planning"": 3, ""refinement"": 6, ""verification_build"": 4}","{""dependency_related"": 1, ""environment_or_sandbox_constraint"": 4}",orientation > verification_build > inspection > inspection > planning > implementation_writing > planning > failure_observation_diagnosis > failure_observation_diagnosis > planning > refinement > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > verification_build > implementation_writing > failure_observation_diagnosis > inspection > inspection > verification_build > refinement > failure_observation_diagnosis > adaptation > implementation_writing > implementation_writing > refinement > verification_build > refinement > refinement > refinement > final_reporting > final_reporting
Compiler,Python-Django,sample_batch50,Compiler/Python-Django/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Compiler/Python-Django/sample_batch50/logs/steps.jsonl,true,20,20,0,3,"{""adaptation"": 1, ""failure_observation_diagnosis"": 2, ""final_reporting"": 1, ""implementation_writing"": 2, ""inspection"": 5, ""orientation"": 2, ""planning"": 1, ""verification_build"": 5, ""verification_static"": 1}","{""defensive_coding"": 1, ""dependency_related"": 8, ""environment_or_sandbox_constraint"": 4, ""runtime_service_constraint"": 1}",orientation > orientation > inspection > inspection > verification_build > failure_observation_diagnosis > failure_observation_diagnosis > planning > inspection > inspection > verification_build > adaptation > verification_build > implementation_writing > verification_build > implementation_writing > inspection > verification_static > verification_build > final_reporting
Compiler,Python-FastAPI,sample_batch50,Compiler/Python-FastAPI/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Compiler/Python-FastAPI/sample_batch50/logs/steps.jsonl,true,67,65,2,26,"{""adaptation"": 3, ""failure_observation_diagnosis"": 25, ""final_reporting"": 1, ""implementation_writing"": 2, ""inspection"": 9, ""orientation"": 3, ""planning"": 1, ""refinement"": 10, ""verification_build"": 4, ""verification_static"": 7}","{""defensive_coding"": 2, ""dependency_related"": 17, ""environment_or_sandbox_constraint"": 9, ""runtime_service_constraint"": 7}",orientation > verification_build > inspection > inspection > adaptation > inspection > failure_observation_diagnosis > verification_build > failure_observation_diagnosis > adaptation > planning > inspection > inspection > inspection > verification_build > failure_observation_diagnosis > orientation > failure_observation_diagnosis > failure_observation_diagnosis > implementation_writing > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > adaptation > implementation_writing > failure_observation_diagnosis > verification_static > failure_observation_diagnosis > refinement > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > refinement > verification_static > failure_observation_diagnosis > verification_build > failure_observation_diagnosis > inspection > failure_observation_diagnosis > refinement > refinement > verification_static > failure_observation_diagnosis > failure_observation_diagnosis > refinement > verification_static > failure_observation_diagnosis > failure_observation_diagnosis > refinement > verification_static > failure_observation_diagnosis > refinement > refinement > verification_static > inspection > refinement > refinement > verification_static > failure_observation_diagnosis > orientation > inspection > failure_observation_diagnosis > failure_observation_diagnosis > final_reporting
Compiler,Python-Flask,sample_batch50,Compiler/Python-Flask/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Compiler/Python-Flask/sample_batch50/logs/steps.jsonl,true,37,32,5,7,"{""adaptation"": 7, ""failure_observation_diagnosis"": 6, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 5, ""orientation"": 1, ""planning"": 1, ""refinement"": 4, ""verification_build"": 2, ""verification_static"": 4}","{""defensive_coding"": 1, ""dependency_related"": 5, ""environment_or_sandbox_constraint"": 2}",orientation > verification_build > inspection > inspection > failure_observation_diagnosis > failure_observation_diagnosis > inspection > inspection > adaptation > planning > adaptation > adaptation > implementation_writing > adaptation > verification_static > failure_observation_diagnosis > verification_build > failure_observation_diagnosis > adaptation > refinement > verification_static > failure_observation_diagnosis > refinement > refinement > verification_static > failure_observation_diagnosis > adaptation > refinement > verification_static > inspection > adaptation > final_reporting
Compiler,Python-aiohttp,sample_batch50,Compiler/Python-aiohttp/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Compiler/Python-aiohttp/sample_batch50/logs/steps.jsonl,true,34,31,3,12,"{""adaptation"": 1, ""failure_observation_diagnosis"": 12, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 4, ""orientation"": 1, ""planning"": 1, ""refinement"": 4, ""verification_build"": 4, ""verification_static"": 2}","{""defensive_coding"": 3, ""dependency_related"": 7, ""environment_or_sandbox_constraint"": 4, ""runtime_service_constraint"": 5}",orientation > verification_build > failure_observation_diagnosis > inspection > adaptation > failure_observation_diagnosis > planning > implementation_writing > verification_build > inspection > failure_observation_diagnosis > failure_observation_diagnosis > refinement > refinement > verification_build > failure_observation_diagnosis > failure_observation_diagnosis > refinement > inspection > verification_build > verification_static > failure_observation_diagnosis > inspection > failure_observation_diagnosis > failure_observation_diagnosis > refinement > failure_observation_diagnosis > verification_static > failure_observation_diagnosis > failure_observation_diagnosis > final_reporting
Compiler,Ruby-Rails,sample_batch50,Compiler/Ruby-Rails/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Compiler/Ruby-Rails/sample_batch50/logs/steps.jsonl,true,29,27,2,9,"{""failure_observation_diagnosis"": 9, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 8, ""orientation"": 1, ""planning"": 2, ""refinement"": 2, ""verification_build"": 2}","{""dependency_related"": 2}",orientation > verification_build > inspection > inspection > planning > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > inspection > inspection > planning > failure_observation_diagnosis > failure_observation_diagnosis > inspection > verification_build > implementation_writing > refinement > refinement > failure_observation_diagnosis > inspection > failure_observation_diagnosis > inspection > inspection > final_reporting > final_reporting
Compiler,Rust-Actix,sample_batch50,Compiler/Rust-Actix/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/Compiler/Rust-Actix/sample_batch50/logs/steps.jsonl,true,13,12,1,1,"{""failure_observation_diagnosis"": 1, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 3, ""orientation"": 1, ""refinement"": 1, ""verification_build"": 3}","{""dependency_related"": 1, ""environment_or_sandbox_constraint"": 1, ""runtime_service_constraint"": 2}",orientation > verification_build > inspection > inspection > verification_build > implementation_writing > verification_build > failure_observation_diagnosis > refinement > inspection > final_reporting > final_reporting
CreditCardService,Go-Fiber,sample_batch50,CreditCardService/Go-Fiber/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/CreditCardService/Go-Fiber/sample_batch50/logs/steps.jsonl,true,34,34,0,6,"{""adaptation"": 4, ""failure_observation_diagnosis"": 3, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 10, ""orientation"": 1, ""planning"": 2, ""refinement"": 2, ""verification_build"": 6, ""verification_static"": 3}","{""defensive_coding"": 3, ""dependency_related"": 14, ""environment_or_sandbox_constraint"": 11}",orientation > verification_build > inspection > inspection > planning > inspection > inspection > planning > implementation_writing > verification_build > verification_static > failure_observation_diagnosis > failure_observation_diagnosis > verification_build > inspection > inspection > adaptation > failure_observation_diagnosis > adaptation > inspection > inspection > inspection > inspection > adaptation > refinement > adaptation > verification_static > verification_build > verification_build > refinement > verification_static > verification_build > final_reporting > final_reporting
CreditCardService,Go-Gin,sample_batch50,CreditCardService/Go-Gin/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/CreditCardService/Go-Gin/sample_batch50/logs/steps.jsonl,true,29,27,2,11,"{""adaptation"": 1, ""failure_observation_diagnosis"": 10, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 6, ""orientation"": 2, ""planning"": 2, ""refinement"": 1, ""verification_build"": 2, ""verification_static"": 1}","{""defensive_coding"": 10, ""dependency_related"": 13, ""environment_or_sandbox_constraint"": 5, ""runtime_service_constraint"": 1}",orientation > orientation > inspection > inspection > planning > inspection > inspection > planning > implementation_writing > verification_build > verification_static > adaptation > failure_observation_diagnosis > inspection > refinement > verification_build > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > inspection > failure_observation_diagnosis > final_reporting
CreditCardService,Go-net_http,sample_batch50,CreditCardService/Go-net_http/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/CreditCardService/Go-net_http/sample_batch50/logs/steps.jsonl,true,21,20,1,4,"{""adaptation"": 1, ""failure_observation_diagnosis"": 4, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 4, ""orientation"": 1, ""planning"": 1, ""refinement"": 3, ""verification_build"": 3, ""verification_static"": 1}","{""defensive_coding"": 6, ""dependency_related"": 7, ""environment_or_sandbox_constraint"": 4}",orientation > planning > inspection > inspection > adaptation > implementation_writing > refinement > refinement > verification_build > failure_observation_diagnosis > inspection > verification_build > failure_observation_diagnosis > refinement > failure_observation_diagnosis > verification_static > failure_observation_diagnosis > inspection > verification_build > final_reporting
CreditCardService,JavaScript-express,sample_batch50,CreditCardService/JavaScript-express/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/CreditCardService/JavaScript-express/sample_batch50/logs/steps.jsonl,true,20,20,0,6,"{""adaptation"": 1, ""failure_observation_diagnosis"": 6, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 1, ""refinement"": 3, ""verification_build"": 4, ""verification_static"": 1}","{""defensive_coding"": 5, ""dependency_related"": 1, ""runtime_service_constraint"": 6}",orientation > verification_build > inspection > inspection > verification_build > implementation_writing > adaptation > failure_observation_diagnosis > refinement > failure_observation_diagnosis > failure_observation_diagnosis > refinement > verification_build > verification_static > failure_observation_diagnosis > failure_observation_diagnosis > refinement > failure_observation_diagnosis > verification_build > final_reporting
CreditCardService,JavaScript-fastify,sample_batch50,CreditCardService/JavaScript-fastify/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/CreditCardService/JavaScript-fastify/sample_batch50/logs/steps.jsonl,true,15,14,1,2,"{""failure_observation_diagnosis"": 2, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 2, ""planning"": 3, ""refinement"": 1, ""verification_static"": 1}","{""defensive_coding"": 2, ""dependency_related"": 4, ""environment_or_sandbox_constraint"": 1, ""runtime_service_constraint"": 3}",orientation > planning > inspection > inspection > planning > implementation_writing > planning > verification_static > failure_observation_diagnosis > orientation > refinement > failure_observation_diagnosis > final_reporting > final_reporting
CreditCardService,JavaScript-koa,sample_batch50,CreditCardService/JavaScript-koa/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/CreditCardService/JavaScript-koa/sample_batch50/logs/steps.jsonl,true,23,22,1,3,"{""failure_observation_diagnosis"": 3, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 5, ""orientation"": 1, ""planning"": 3, ""refinement"": 3, ""verification_build"": 3, ""verification_static"": 1}","{""defensive_coding"": 5, ""dependency_related"": 6, ""environment_or_sandbox_constraint"": 2, ""runtime_service_constraint"": 4}",orientation > planning > inspection > inspection > planning > inspection > inspection > planning > implementation_writing > refinement > refinement > verification_build > failure_observation_diagnosis > verification_build > refinement > failure_observation_diagnosis > verification_build > verification_static > failure_observation_diagnosis > inspection > final_reporting > final_reporting
CreditCardService,JavaScript-nest,sample_batch50,CreditCardService/JavaScript-nest/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/CreditCardService/JavaScript-nest/sample_batch50/logs/steps.jsonl,true,27,27,0,1,"{""adaptation"": 1, ""failure_observation_diagnosis"": 1, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 6, ""orientation"": 1, ""planning"": 3, ""refinement"": 8, ""verification_build"": 4}","{""defensive_coding"": 4, ""dependency_related"": 7, ""runtime_service_constraint"": 5}",orientation > planning > inspection > inspection > adaptation > inspection > inspection > planning > implementation_writing > refinement > refinement > refinement > verification_build > inspection > failure_observation_diagnosis > verification_build > refinement > planning > refinement > refinement > verification_build > refinement > verification_build > refinement > inspection > final_reporting > final_reporting
CreditCardService,PHP-Lumen,sample_batch50,CreditCardService/PHP-Lumen/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/CreditCardService/PHP-Lumen/sample_batch50/logs/steps.jsonl,true,14,14,0,4,"{""adaptation"": 2, ""failure_observation_diagnosis"": 2, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 4, ""orientation"": 1, ""planning"": 1, ""verification_build"": 1}","{""defensive_coding"": 2, ""environment_or_sandbox_constraint"": 3}",orientation > planning > inspection > inspection > adaptation > inspection > inspection > adaptation > implementation_writing > verification_build > failure_observation_diagnosis > failure_observation_diagnosis > final_reporting > final_reporting
CreditCardService,Python-Django,sample_batch50,CreditCardService/Python-Django/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/CreditCardService/Python-Django/sample_batch50/logs/steps.jsonl,true,18,17,1,3,"{""failure_observation_diagnosis"": 3, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 4, ""orientation"": 1, ""refinement"": 1, ""verification_build"": 4, ""verification_static"": 1}","{""defensive_coding"": 1, ""dependency_related"": 3, ""environment_or_sandbox_constraint"": 1, ""runtime_service_constraint"": 3}",orientation > verification_build > inspection > inspection > verification_build > implementation_writing > verification_build > refinement > inspection > inspection > failure_observation_diagnosis > verification_build > failure_observation_diagnosis > failure_observation_diagnosis > verification_static > final_reporting > final_reporting
CreditCardService,Python-FastAPI,sample_batch50,CreditCardService/Python-FastAPI/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/CreditCardService/Python-FastAPI/sample_batch50/logs/steps.jsonl,true,19,19,0,5,"{""adaptation"": 1, ""failure_observation_diagnosis"": 5, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 1, ""planning"": 2, ""refinement"": 2, ""verification_build"": 2, ""verification_static"": 1}","{""defensive_coding"": 4, ""dependency_related"": 1, ""environment_or_sandbox_constraint"": 2, ""runtime_service_constraint"": 3}",orientation > adaptation > inspection > planning > inspection > planning > implementation_writing > failure_observation_diagnosis > refinement > verification_static > verification_build > failure_observation_diagnosis > verification_build > refinement > failure_observation_diagnosis > failure_observation_diagnosis > failure_observation_diagnosis > final_reporting > final_reporting
CreditCardService,Python-Flask,sample_batch50,CreditCardService/Python-Flask/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/CreditCardService/Python-Flask/sample_batch50/logs/steps.jsonl,true,12,11,1,1,"{""failure_observation_diagnosis"": 1, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 3, ""verification_build"": 1, ""verification_static"": 1}","{""defensive_coding"": 3, ""environment_or_sandbox_constraint"": 1, ""runtime_service_constraint"": 1}",orientation > orientation > inspection > inspection > orientation > verification_build > implementation_writing > verification_static > failure_observation_diagnosis > final_reporting > final_reporting
CreditCardService,Python-aiohttp,sample_batch50,CreditCardService/Python-aiohttp/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/CreditCardService/Python-aiohttp/sample_batch50/logs/steps.jsonl,true,14,13,1,3,"{""failure_observation_diagnosis"": 3, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 2, ""planning"": 1, ""refinement"": 1, ""verification_build"": 1, ""verification_static"": 1}","{""defensive_coding"": 2, ""dependency_related"": 2, ""environment_or_sandbox_constraint"": 3, ""runtime_service_constraint"": 3}",orientation > orientation > inspection > planning > implementation_writing > verification_static > verification_build > inspection > failure_observation_diagnosis > refinement > failure_observation_diagnosis > failure_observation_diagnosis > final_reporting
CreditCardService,Ruby-Rails,sample_batch50,CreditCardService/Ruby-Rails/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/CreditCardService/Ruby-Rails/sample_batch50/logs/steps.jsonl,true,75,72,3,2,"{""adaptation"": 2, ""failure_observation_diagnosis"": 2, ""final_reporting"": 2, ""implementation_writing"": 34, ""inspection"": 15, ""orientation"": 3, ""planning"": 3, ""refinement"": 5, ""verification_build"": 4, ""verification_static"": 2}","{""defensive_coding"": 2, ""dependency_related"": 1, ""environment_or_sandbox_constraint"": 2, ""runtime_service_constraint"": 3}",orientation > planning > inspection > inspection > orientation > inspection > inspection > planning > implementation_writing > inspection > planning > implementation_writing > refinement > inspection > inspection > verification_build > failure_observation_diagnosis > verification_static > refinement > refinement > failure_observation_diagnosis > inspection > adaptation > inspection > inspection > adaptation > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > implementation_writing > refinement > implementation_writing > implementation_writing > refinement > verification_build > verification_static > inspection > verification_build > verification_build > inspection > inspection > inspection > orientation > inspection > final_reporting > final_reporting
CreditCardService,Rust-Actix,sample_batch50,CreditCardService/Rust-Actix/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/CreditCardService/Rust-Actix/sample_batch50/logs/steps.jsonl,true,15,13,2,2,"{""failure_observation_diagnosis"": 2, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 3, ""orientation"": 1, ""planning"": 1, ""refinement"": 2, ""verification_build"": 1}","{""defensive_coding"": 4, ""dependency_related"": 2, ""environment_or_sandbox_constraint"": 3, ""runtime_service_constraint"": 2}",orientation > planning > inspection > inspection > refinement > implementation_writing > failure_observation_diagnosis > verification_build > failure_observation_diagnosis > inspection > refinement > final_reporting > final_reporting
FileSearch,Go-Fiber,sample_batch50,FileSearch/Go-Fiber/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FileSearch/Go-Fiber/sample_batch50/logs/steps.jsonl,true,19,19,0,3,"{""adaptation"": 1, ""failure_observation_diagnosis"": 3, ""final_reporting"": 1, ""implementation_writing"": 2, ""inspection"": 3, ""orientation"": 2, ""planning"": 2, ""refinement"": 2, ""verification_build"": 3}","{""defensive_coding"": 2, ""dependency_related"": 8, ""environment_or_sandbox_constraint"": 2, ""runtime_service_constraint"": 2}",orientation > verification_build > inspection > adaptation > inspection > planning > implementation_writing > verification_build > orientation > inspection > planning > implementation_writing > refinement > failure_observation_diagnosis > failure_observation_diagnosis > refinement > failure_observation_diagnosis > verification_build > final_reporting
FileSearch,Go-Gin,sample_batch50,FileSearch/Go-Gin/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FileSearch/Go-Gin/sample_batch50/logs/steps.jsonl,true,24,24,0,5,"{""adaptation"": 2, ""failure_observation_diagnosis"": 3, ""final_reporting"": 1, ""implementation_writing"": 4, ""inspection"": 4, ""orientation"": 2, ""planning"": 1, ""refinement"": 3, ""verification_build"": 3, ""verification_test"": 1}","{""dependency_related"": 8, ""environment_or_sandbox_constraint"": 3, ""runtime_service_constraint"": 2}",orientation > orientation > inspection > inspection > planning > implementation_writing > verification_build > failure_observation_diagnosis > implementation_writing > failure_observation_diagnosis > failure_observation_diagnosis > adaptation > inspection > inspection > adaptation > verification_build > implementation_writing > implementation_writing > refinement > refinement > refinement > verification_test > verification_build > final_reporting
FileSearch,Go-net_http,sample_batch50,FileSearch/Go-net_http/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FileSearch/Go-net_http/sample_batch50/logs/steps.jsonl,true,12,12,0,0,"{""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 2, ""planning"": 1, ""refinement"": 1, ""verification_build"": 4}","{""defensive_coding"": 2, ""dependency_related"": 1, ""environment_or_sandbox_constraint"": 1, ""runtime_service_constraint"": 1}",orientation > planning > inspection > inspection > orientation > refinement > implementation_writing > verification_build > verification_build > verification_build > verification_build > final_reporting
FileSearch,JavaScript-express,sample_batch50,FileSearch/JavaScript-express/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FileSearch/JavaScript-express/sample_batch50/logs/steps.jsonl,true,10,10,0,1,"{""failure_observation_diagnosis"": 1, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 2, ""refinement"": 1, ""verification_build"": 2}","{""defensive_coding"": 2, ""dependency_related"": 2, ""runtime_service_constraint"": 2}",orientation > orientation > inspection > inspection > refinement > implementation_writing > verification_build > failure_observation_diagnosis > verification_build > final_reporting
FileSearch,JavaScript-fastify,sample_batch50,FileSearch/JavaScript-fastify/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FileSearch/JavaScript-fastify/sample_batch50/logs/steps.jsonl,true,10,10,0,0,"{""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 1, ""planning"": 1, ""verification_build"": 2, ""verification_static"": 1}","{""defensive_coding"": 1, ""dependency_related"": 1, ""runtime_service_constraint"": 1}",orientation > verification_build > inspection > inspection > planning > implementation_writing > verification_build > verification_static > final_reporting > final_reporting
FileSearch,JavaScript-koa,sample_batch50,FileSearch/JavaScript-koa/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FileSearch/JavaScript-koa/sample_batch50/logs/steps.jsonl,true,12,12,0,1,"{""adaptation"": 1, ""failure_observation_diagnosis"": 1, ""final_reporting"": 2, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 1, ""refinement"": 2, ""verification_build"": 2}","{""defensive_coding"": 1, ""dependency_related"": 2, ""runtime_service_constraint"": 1}",orientation > verification_build > inspection > inspection > adaptation > implementation_writing > verification_build > failure_observation_diagnosis > refinement > refinement > final_reporting > final_reporting
FileSearch,JavaScript-nest,sample_batch50,FileSearch/JavaScript-nest/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FileSearch/JavaScript-nest/sample_batch50/logs/steps.jsonl,true,42,41,1,10,"{""failure_observation_diagnosis"": 9, ""final_reporting"": 2, ""implementation_writing"": 4, ""inspection"": 7, ""orientation"": 4, ""planning"": 2, ""refinement"": 8, ""verification_build"": 5}","{""defensive_coding"": 2, ""dependency_related"": 14, ""environment_or_sandbox_constraint"": 9, ""runtime_service_constraint"": 8}",orientation > verification_build > inspection > inspection > verification_build > inspection > planning > implementation_writing > failure_observation_diagnosis > refinement > refinement > planning > refinement > implementation_writing > orientation > inspection > failure_observation_diagnosis > inspection > failure_observation_diagnosis > refinement > failure_observation_diagnosis > failure_observation_diagnosis > verification_build > implementation_writing > inspection > refinement > verification_build > failure_observation_diagnosis > failure_observation_diagnosis > refinement > verification_build > failure_observation_diagnosis > refinement > refinement > failure_observation_diagnosis > orientation > inspection > orientation > implementation_writing > final_reporting > final_reporting
FileSearch,PHP-Lumen,sample_batch50,FileSearch/PHP-Lumen/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FileSearch/PHP-Lumen/sample_batch50/logs/steps.jsonl,true,25,24,1,5,"{""adaptation"": 1, ""failure_observation_diagnosis"": 4, ""final_reporting"": 2, ""implementation_writing"": 3, ""inspection"": 6, ""orientation"": 1, ""planning"": 3, ""refinement"": 4}","{""defensive_coding"": 2, ""dependency_related"": 2, ""environment_or_sandbox_constraint"": 3, ""runtime_service_constraint"": 2}",orientation > planning > inspection > inspection > adaptation > failure_observation_diagnosis > failure_observation_diagnosis > planning > implementation_writing > implementation_writing > implementation_writing > refinement > failure_observation_diagnosis > failure_observation_diagnosis > inspection > refinement > refinement > refinement > inspection > planning > inspection > inspection > final_reporting > final_reporting
FileSearch,Python-Django,sample_batch50,FileSearch/Python-Django/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FileSearch/Python-Django/sample_batch50/logs/steps.jsonl,true,12,11,1,1,"{""failure_observation_diagnosis"": 1, ""final_reporting"": 1, ""implementation_writing"": 1, ""inspection"": 2, ""orientation"": 2, ""planning"": 1, ""verification_build"": 2, ""verification_static"": 1}","{""defensive_coding"": 1, ""dependency_related"": 2, ""environment_or_sandbox_constraint"": 1}",orientation > orientation > inspection > inspection > planning > implementation_writing > failure_observation_diagnosis > verification_build > verification_static > verification_build > final_reporting
FileSearch,Python-FastAPI,sample_batch50,FileSearch/Python-FastAPI/sample_batch50,data/raw/baxbench/runs/codex/gpt-5.4-mini/codex-cli-agent/FileSearch/Python-FastAPI/sample_batch50/logs/steps.jsonl,true,11,10,1,1,"{""final_reporting"": 2, ""inspection"": 4, ""orientation"": 1, ""planning"": 1, ""verification_build"": 1, ""verification_static"": 1}","{""defensive_coding"": 1, ""environment_or_sandbox_constraint"": 1, ""runtime_service_constraint"": 2}",orientation > verification_build > inspection > inspection > planning > verification_static > inspection > inspection > final_reporting > final_reporting
